"","pathway.code","pathway.name","p.value","Annotated","adj_p.value"
"23","hsa00190","Oxidative phosphorylation - Homo sapiens (human)",3.3241554129876e-42,125,1.12024037417682e-39
"326","hsa05016","Huntington disease - Homo sapiens (human)",3.02321058358114e-33,274,5.09410983333421e-31
"329","hsa05022","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)",1.44045686677041e-29,439,1.61811321367209e-27
"323","hsa05010","Alzheimer disease - Homo sapiens (human)",5.7098483305212e-29,348,4.81054721846411e-27
"325","hsa05014","Amyotrophic lateral sclerosis - Homo sapiens (human)",2.99706290987814e-28,292,2.02002040125787e-26
"328","hsa05020","Prion disease - Homo sapiens (human)",1.69920134031877e-27,260,9.54384752812378e-26
"346","hsa04932","Non-alcoholic fatty liver disease - Homo sapiens (human)",3.33317461458384e-27,149,1.60468549302108e-25
"324","hsa05012","Parkinson disease - Homo sapiens (human)",3.06230164564234e-25,234,1.28999456822684e-23
"257","hsa04714","Thermogenesis - Homo sapiens (human)",8.19098485302267e-25,180,3.06706877274293e-23
"340","hsa05415","Diabetic cardiomyopathy - Homo sapiens (human)",8.71763662627842e-24,187,2.93784354305583e-22
"264","hsa05208","Chemical carcinogenesis - reactive oxygen species - Homo sapiens (human)",1.95624856613346e-19,202,5.99323424351795e-18
"136","hsa04668","TNF signaling pathway - Homo sapiens (human)",4.11370424365355e-14,107,1.1552652750927e-12
"302","hsa05131","Shigellosis - Homo sapiens (human)",9.16386812659806e-12,237,2.37555658358734e-10
"178","hsa04613","Neutrophil extracellular trap formation - Homo sapiens (human)",5.15509492927941e-11,93,1.24090499369083e-09
"244","hsa04723","Retrograde endocannabinoid signaling - Homo sapiens (human)",1.80441299005479e-10,108,4.05391451765642e-09
"301","hsa05132","Salmonella infection - Homo sapiens (human)",3.62585889227496e-10,201,7.63696529185414e-09
"180","hsa04621","NOD-like receptor signaling pathway - Homo sapiens (human)",1.09557035529887e-09,160,2.17180711609247e-08
"245","hsa04721","Synaptic vesicle cycle - Homo sapiens (human)",2.36250969807103e-09,44,4.4231431569441e-08
"162","hsa04210","Apoptosis - Homo sapiens (human)",8.25479639131186e-09,131,1.46414020203795e-07
"297","hsa05165","Human papillomavirus infection - Homo sapiens (human)",2.14270407555751e-08,302,3.61045636731441e-07
"265","hsa05203","Viral carcinogenesis - Homo sapiens (human)",3.12920384977413e-08,120,5.02162713035182e-07
"303","hsa05135","Yersinia infection - Homo sapiens (human)",9.22478138847172e-08,131,1.37964963099556e-06
"150","hsa04061","Viral protein interaction with cytokine and cytokine receptor - Homo sapiens (human)",9.4160063836492e-08,96,1.37964963099556e-06
"286","hsa05166","Human T-cell leukemia virus 1 infection - Homo sapiens (human)",1.01507127765882e-07,176,1.42532925237926e-06
"296","hsa05169","Epstein-Barr virus infection - Homo sapiens (human)",1.55806759252788e-07,170,2.10027511472758e-06
"135","hsa04064","NF-kappa B signaling pathway - Homo sapiens (human)",2.49423075971458e-07,89,3.23290679239928e-06
"147","hsa04150","mTOR signaling pathway - Homo sapiens (human)",4.48187575598417e-07,151,5.59404492506173e-06
"154","hsa04145","Phagosome - Homo sapiens (human)",5.62171403454154e-07,100,6.76613439157321e-06
"236","hsa04966","Collecting duct acid secretion - Homo sapiens (human)",6.75221744920829e-07,23,7.84654234614895e-06
"102","hsa04141","Protein processing in endoplasmic reticulum - Homo sapiens (human)",7.55271108469517e-07,71,8.48421211847424e-06
"299","hsa05120","Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)",7.92162732602561e-07,70,8.6115755124859e-06
"157","hsa04140","Autophagy - animal - Homo sapiens (human)",8.52747088700092e-07,137,8.98049277787285e-06
