"","pathway.code","pathway.name","p.value","Annotated","adj_p.value"
"326","hsa05016","Huntington disease - Homo sapiens (human)",1.39046818347931e-24,274,4.68587777832529e-22
"325","hsa05014","Amyotrophic lateral sclerosis - Homo sapiens (human)",4.70801394471387e-22,292,7.93300349684288e-20
"23","hsa00190","Oxidative phosphorylation - Homo sapiens (human)",1.73119403685073e-18,125,1.94470796806232e-16
"329","hsa05022","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)",2.98953018843394e-18,439,2.51867918375559e-16
"328","hsa05020","Prion disease - Homo sapiens (human)",6.13165991618173e-17,260,4.13273878350649e-15
"301","hsa05132","Salmonella infection - Homo sapiens (human)",2.03476931048011e-14,201,1.14286209605299e-12
"324","hsa05012","Parkinson disease - Homo sapiens (human)",4.07919938827097e-14,234,1.7208791871188e-12
"323","hsa05010","Alzheimer disease - Homo sapiens (human)",4.08517314449566e-14,348,1.7208791871188e-12
"340","hsa05415","Diabetic cardiomyopathy - Homo sapiens (human)",3.07097455806894e-12,187,1.14990936229915e-10
"257","hsa04714","Thermogenesis - Homo sapiens (human)",1.34741981734322e-11,180,4.54080478444665e-10
"302","hsa05131","Shigellosis - Homo sapiens (human)",2.19000210810418e-11,237,6.70937009482825e-10
"162","hsa04210","Apoptosis - Homo sapiens (human)",2.55206565085623e-11,131,7.16705103615457e-10
"136","hsa04668","TNF signaling pathway - Homo sapiens (human)",3.9501420243027e-11,107,9.82431820048991e-10
"346","hsa04932","Non-alcoholic fatty liver disease - Homo sapiens (human)",4.08131913373468e-11,149,9.82431820048991e-10
"157","hsa04140","Autophagy - animal - Homo sapiens (human)",2.21265899972816e-09,137,4.97110721938926e-08
"284","hsa05222","Small cell lung cancer - Homo sapiens (human)",1.3699863080234e-08,90,2.88553366127429e-07
"264","hsa05208","Chemical carcinogenesis - reactive oxygen species - Homo sapiens (human)",3.88632789113999e-08,202,7.7040735253775e-07
"303","hsa05135","Yersinia infection - Homo sapiens (human)",4.66904972391083e-08,131,8.74149864976638e-07
"178","hsa04613","Neutrophil extracellular trap formation - Homo sapiens (human)",5.79295430504092e-08,93,1.02748715831515e-06
"180","hsa04621","NOD-like receptor signaling pathway - Homo sapiens (human)",6.78173426752176e-08,160,1.14272222407742e-06
"296","hsa05169","Epstein-Barr virus infection - Homo sapiens (human)",9.53565142500144e-08,170,1.51213513320764e-06
"245","hsa04721","Synaptic vesicle cycle - Homo sapiens (human)",9.87150532064333e-08,44,1.51213513320764e-06
"154","hsa04145","Phagosome - Homo sapiens (human)",1.03967585708174e-07,100,1.52335114711542e-06
"219","hsa04260","Cardiac muscle contraction - Homo sapiens (human)",3.79627481766254e-07,80,5.33060255646782e-06
"269","hsa05210","Colorectal cancer - Homo sapiens (human)",4.75177232699348e-07,82,6.39067047556421e-06
"106","hsa03050","Proteasome - Homo sapiens (human)",4.93048760726022e-07,39,6.39067047556421e-06
"275","hsa05221","Acute myeloid leukemia - Homo sapiens (human)",1.11547326775848e-06,67,1.39227589346151e-05
"151","hsa04512","ECM-receptor interaction - Homo sapiens (human)",1.47744537274682e-06,87,1.77821103791314e-05
"348","hsa04933","AGE-RAGE signaling pathway in diabetic complications - Homo sapiens (human)",1.88540382955074e-06,97,2.19096927778828e-05
"189","hsa04657","IL-17 signaling pathway - Homo sapiens (human)",2.03890806044057e-06,65,2.29037338789491e-05
"135","hsa04064","NF-kappa B signaling pathway - Homo sapiens (human)",2.35662684447023e-06,89,2.56188144060151e-05
"286","hsa05166","Human T-cell leukemia virus 1 infection - Homo sapiens (human)",3.75765047698875e-06,176,3.95727565857877e-05
"297","hsa05165","Human papillomavirus infection - Homo sapiens (human)",7.25879434361521e-06,302,7.41276876908584e-05
"252","hsa04380","Osteoclast differentiation - Homo sapiens (human)",9.72886835231071e-06,126,9.64302539626091e-05
"327","hsa05017","Spinocerebellar ataxia - Homo sapiens (human)",1.00970706667473e-05,111,9.722036613411e-05
"40","hsa00230","Purine metabolism - Homo sapiens (human)",1.1428838575733e-05,121,0.00010698662777839
"288","hsa05161","Hepatitis B - Homo sapiens (human)",1.28949059043315e-05,159,0.000117448197020533
"338","hsa05412","Arrhythmogenic right ventricular cardiomyopathy - Homo sapiens (human)",1.58848011387342e-05,61,0.000140873104835616
"159","hsa04137","Mitophagy - animal - Homo sapiens (human)",3.59762107269699e-05,52,0.000310871359358689
"274","hsa05216","Thyroid cancer - Homo sapiens (human)",4.63882986923601e-05,37,0.000390821416483134
"190","hsa04662","B cell receptor signaling pathway - Homo sapiens (human)",5.8092543754888e-05,79,0.000477492371838957
"102","hsa04141","Protein processing in endoplasmic reticulum - Homo sapiens (human)",7.57092938751825e-05,71,0.000607476953236583
"270","hsa05212","Pancreatic cancer - Homo sapiens (human)",8.04215230546268e-05,76,0.000630280308590912
"191","hsa04664","Fc epsilon RI signaling pathway - Homo sapiens (human)",8.76597844284302e-05,62,0.000658051073444057
"236","hsa04966","Collecting duct acid secretion - Homo sapiens (human)",8.78703213797702e-05,23,0.000658051073444057
"265","hsa05203","Viral carcinogenesis - Homo sapiens (human)",9.02079802136443e-05,120,0.000660871507217351
"168","hsa04510","Focal adhesion - Homo sapiens (human)",0.000111759278332997,200,0.000801337804217448
"33","hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)",0.000123881359325557,94,0.000869750376931513
"163","hsa04215","Apoptosis - multiple species - Homo sapiens (human)",0.000178133317950212,29,0.00122512098263718
"292","hsa05162","Measles - Homo sapiens (human)",0.000191737224459887,129,0.00128490938475266
"311","hsa05145","Toxoplasmosis - Homo sapiens (human)",0.000194730805224024,97,0.00128490938475266
"299","hsa05120","Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)",0.000198264949576077,70,0.00128490938475266
"268","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)",0.00021504490378633,85,0.00136736099199987
