"","pathway.code","pathway.name","p.value","Annotated","adj_p.value"
"328","hsa05020","Prion disease - Homo sapiens (human)",4.16318701333525e-22,235,1.40299402349398e-19
"40","hsa00230","Purine metabolism - Homo sapiens (human)",2.9408464972633e-20,100,4.95532634788865e-18
"248","hsa04740","Olfactory transduction - Homo sapiens (human)",9.08686561036449e-18,72,1.02075790356428e-15
"324","hsa05012","Parkinson disease - Homo sapiens (human)",2.80544776349229e-17,211,2.36358974074225e-15
"171","hsa04540","Gap junction - Homo sapiens (human)",4.05294687264869e-15,84,2.73168619216521e-13
"323","hsa05010","Alzheimer disease - Homo sapiens (human)",6.6138286187396e-15,319,3.53533279790032e-13
"325","hsa05014","Amyotrophic lateral sclerosis - Homo sapiens (human)",7.34342124192944e-15,249,3.53533279790032e-13
"329","hsa05022","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)",1.52278513792812e-14,391,6.41473239352221e-13
"326","hsa05016","Huntington disease - Homo sapiens (human)",5.28923300177066e-14,241,1.98052391288524e-12
"257","hsa04714","Thermogenesis - Homo sapiens (human)",7.04628177428173e-14,155,2.37459695793294e-12
"23","hsa00190","Oxidative phosphorylation - Homo sapiens (human)",1.78175221604321e-13,104,5.45864088005966e-12
"196","hsa04911","Insulin secretion - Homo sapiens (human)",5.60688573650142e-13,62,1.57460041100082e-11
"32","hsa00561","Glycerolipid metabolism - Homo sapiens (human)",1.03526111392361e-12,46,2.68371534917119e-11
"143","hsa04024","cAMP signaling pathway - Homo sapiens (human)",1.60701795245452e-12,166,3.73085816034407e-11
"242","hsa04720","Long-term potentiation - Homo sapiens (human)",1.66061935920359e-12,64,3.73085816034407e-11
"208","hsa04921","Oxytocin signaling pathway - Homo sapiens (human)",2.30003073415686e-11,121,4.84443973381789e-10
"244","hsa04723","Retrograde endocannabinoid signaling - Homo sapiens (human)",3.08039058399242e-11,93,6.07187391202018e-10
"139","hsa04020","Calcium signaling pathway - Homo sapiens (human)",3.24313740107903e-11,201,6.07187391202018e-10
"33","hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)",9.93782796597366e-10,71,1.76265685501743e-08
"298","hsa05110","Vibrio cholerae infection - Homo sapiens (human)",3.2065286407013e-09,37,5.40300075958168e-08
"144","hsa04022","cGMP-PKG signaling pathway - Homo sapiens (human)",5.93591091583325e-09,135,9.52572370778955e-08
"239","hsa04725","Cholinergic synapse - Homo sapiens (human)",7.25182085744232e-09,82,1.11084710407185e-07
"47","hsa00310","Lysine degradation - Homo sapiens (human)",9.18938849194165e-09,50,1.34644518338449e-07
"203","hsa04912","GnRH signaling pathway - Homo sapiens (human)",2.59102223749666e-08,84,3.6382270584849e-07
"221","hsa04270","Vascular smooth muscle contraction - Homo sapiens (human)",3.27960891362952e-08,118,4.42091281557259e-07
"222","hsa04970","Salivary secretion - Homo sapiens (human)",7.17770212048419e-08,58,9.3034062100122e-07
"237","hsa04724","Glutamatergic synapse - Homo sapiens (human)",8.87666425320166e-08,68,1.10793920493665e-06
"217","hsa04925","Aldosterone synthesis and secretion - Homo sapiens (human)",1.0665436381436e-07,73,1.28366145019426e-06
"223","hsa04971","Gastric acid secretion - Homo sapiens (human)",1.13700737448019e-07,59,1.32128098344767e-06
"192","hsa04666","Fc gamma R-mediated phagocytosis - Homo sapiens (human)",1.55511483642218e-07,88,1.74691233291425e-06
"256","hsa04713","Circadian entrainment - Homo sapiens (human)",5.41554143590508e-07,77,5.80067112694862e-06
"340","hsa05415","Diabetic cardiomyopathy - Homo sapiens (human)",5.50805566950611e-07,169,5.80067112694862e-06
"232","hsa04962","Vasopressin-regulated water reabsorption - Homo sapiens (human)",6.85315175220566e-07,34,6.9985216378585e-06
"224","hsa04972","Pancreatic secretion - Homo sapiens (human)",1.46228463586954e-06,67,1.43642804618515e-05
"154","hsa04145","Phagosome - Homo sapiens (human)",1.49183921710623e-06,94,1.43642804618515e-05
"29","hsa00100","Steroid biosynthesis - Homo sapiens (human)",1.59214622673709e-06,17,1.49042577336222e-05
"141","hsa04072","Phospholipase D signaling pathway - Homo sapiens (human)",1.68949469105753e-06,129,1.53881002942267e-05
"41","hsa00240","Pyrimidine metabolism - Homo sapiens (human)",2.03319663866396e-06,44,1.80312438744672e-05
"243","hsa04730","Long-term depression - Homo sapiens (human)",2.64858090860724e-06,54,2.28864555436062e-05
"218","hsa04927","Cortisol synthesis and secretion - Homo sapiens (human)",3.73158702937414e-06,49,3.14386207224771e-05
"78","hsa00760","Nicotinate and nicotinamide metabolism - Homo sapiens (human)",3.88053481415045e-06,25,3.18961032285049e-05
"245","hsa04721","Synaptic vesicle cycle - Homo sapiens (human)",4.04046329022092e-06,38,3.24199078286774e-05
"132","hsa04370","VEGF signaling pathway - Homo sapiens (human)",6.14699661163138e-06,52,4.81752990260413e-05
"220","hsa04261","Adrenergic signaling in cardiomyocytes - Homo sapiens (human)",6.4701036144661e-06,123,4.95551117744335e-05
"127","hsa04330","Notch signaling pathway - Homo sapiens (human)",6.99914336872319e-06,51,5.24158070057714e-05
"333","hsa05033","Nicotine addiction - Homo sapiens (human)",8.15437620058777e-06,10,5.97396691216974e-05
"334","hsa05034","Alcoholism - Homo sapiens (human)",1.59233197252815e-05,88,0.000114173590370635
"34","hsa00565","Ether lipid metabolism - Homo sapiens (human)",2.01565169482085e-05,33,0.000141515546073881
"215","hsa04924","Renin secretion - Homo sapiens (human)",2.18940793994907e-05,55,0.000150577648114865
"331","hsa05031","Amphetamine addiction - Homo sapiens (human)",2.24411440276219e-05,57,0.000151253310746171
"249","hsa04742","Taste transduction - Homo sapiens (human)",2.75647672185925e-05,24,0.000182143657895405
"267","hsa05231","Choline metabolism in cancer - Homo sapiens (human)",2.95353079931678e-05,80,0.000191411515263414
"330","hsa05030","Cocaine addiction - Homo sapiens (human)",3.09479445403854e-05,39,0.0001967822133983
"42","hsa00250","Alanine, aspartate and glutamate metabolism - Homo sapiens (human)",4.88333977061323e-05,28,0.000304756574573455
"228","hsa04975","Fat digestion and absorption - Homo sapiens (human)",5.00441865702673e-05,27,0.000306634379530547
"174","hsa04810","Regulation of actin cytoskeleton - Homo sapiens (human)",5.78797873894432e-05,209,0.000348312291968613
"211","hsa04918","Thyroid hormone synthesis - Homo sapiens (human)",6.6508647913799e-05,52,0.000393217795560531
"213","hsa04928","Parathyroid hormone synthesis, secretion and action - Homo sapiens (human)",6.89483087051851e-05,73,0.00040061344885599
"327","hsa05017","Spinocerebellar ataxia - Homo sapiens (human)",8.01595651332071e-05,109,0.000457860566947302
"301","hsa05132","Salmonella infection - Homo sapiens (human)",8.69213028244009e-05,187,0.000488207984197052
"238","hsa04727","GABAergic synapse - Homo sapiens (human)",0.000144514365010747,47,0.000798382639485603
"177","hsa04611","Platelet activation - Homo sapiens (human)",0.000203212360635768,103,0.001104557508617
"83","hsa00670","One carbon pool by folate - Homo sapiens (human)",0.000210336598264019,15,0.00112513386690435
"173","hsa04814","Motor proteins - Homo sapiens (human)",0.000235886532053417,87,0.00124209002034378
"332","hsa05032","Morphine addiction - Homo sapiens (human)",0.000300836037392186,56,0.00155971914771025
"264","hsa05208","Chemical carcinogenesis - reactive oxygen species - Homo sapiens (human)",0.00035127169912652,183,0.0017936145849339
"236","hsa04966","Collecting duct acid secretion - Homo sapiens (human)",0.000356931004208152,19,0.00179530967788279
"58","hsa00450","Selenocompound metabolism - Homo sapiens (human)",0.000519787051662153,13,0.00257600347661979
"133","hsa04371","Apelin signaling pathway - Homo sapiens (human)",0.000543547206943431,110,0.00265471606869473
"308","hsa05100","Bacterial invasion of epithelial cells - Homo sapiens (human)",0.000661906631027828,69,0.00318660763794826
"210","hsa04935","Growth hormone synthesis, secretion and action - Homo sapiens (human)",0.000746340521546654,107,0.00352517077972258
"235","hsa04964","Proximal tubule bicarbonate reclamation - Homo sapiens (human)",0.000753152214065359,15,0.00352517077972258
"178","hsa04613","Neutrophil extracellular trap formation - Homo sapiens (human)",0.000892371674457228,92,0.00411957882591899
"148","hsa04080","Neuroactive ligand-receptor interaction - Homo sapiens (human)",0.00101406632223154,160,0.00461811284583822
"44","hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)",0.00115243683585451,44,0.00517828284910628
"234","hsa04961","Endocrine and other factor-regulated calcium reabsorption - Homo sapiens (human)",0.00129607264065307,38,0.00574705894605375
"48","hsa00220","Arginine biosynthesis - Homo sapiens (human)",0.00131519343202327,15,0.00575610631937456
"219","hsa04260","Cardiac muscle contraction - Homo sapiens (human)",0.00140847805037186,68,0.00608534747404252
"240","hsa04728","Dopaminergic synapse - Homo sapiens (human)",0.00151206655489161,109,0.00645020796200598
"170","hsa04530","Tight junction - Homo sapiens (human)",0.00160095301021778,145,0.00674401455554238
"10","hsa00020","Citrate cycle (TCA cycle) - Homo sapiens (human)",0.00197217490516205,29,0.00820522151900753
"241","hsa04726","Serotonergic synapse - Homo sapiens (human)",0.00223112879256282,80,0.00916939515967889
"306","hsa05150","Staphylococcus aureus infection - Homo sapiens (human)",0.00264610737808019,32,0.0107438335712413
"300","hsa05130","Pathogenic Escherichia coli infection - Homo sapiens (human)",0.00271669404687651,169,0.0108267729489273
"279","hsa05211","Renal cell carcinoma - Homo sapiens (human)",0.00273078842925465,66,0.0108267729489273
"198","hsa04922","Glucagon signaling pathway - Homo sapiens (human)",0.00355260202176218,87,0.0139212428062076
"57","hsa00440","Phosphonate and phosphinate metabolism - Homo sapiens (human)",0.00404480210134236,5,0.0156677966454296
"253","hsa04211","Longevity regulating pathway - Homo sapiens (human)",0.00432071545052211,79,0.0165463762139313
"25","hsa00920","Sulfur metabolism - Homo sapiens (human)",0.00446027174032533,10,0.0168888941178611
"266","hsa05230","Central carbon metabolism in cancer - Homo sapiens (human)",0.00464667189649956,63,0.0173992047680039
"346","hsa04932","Non-alcoholic fatty liver disease - Homo sapiens (human)",0.00480538623801346,136,0.0177957710133026
"140","hsa04070","Phosphatidylinositol signaling system - Homo sapiens (human)",0.00528388741304984,87,0.0193551093282369
"202","hsa04929","GnRH secretion - Homo sapiens (human)",0.0079106474807748,47,0.0286654645271087
"199","hsa04923","Regulation of lipolysis in adipocytes - Homo sapiens (human)",0.0082741325969016,52,0.0295472438661551
"212","hsa04919","Thyroid hormone signaling pathway - Homo sapiens (human)",0.00832934174268468,90,0.0295472438661551
"250","hsa04750","Inflammatory mediator regulation of TRP channels - Homo sapiens (human)",0.00939974524489083,75,0.0329970223700855
"302","hsa05131","Shigellosis - Homo sapiens (human)",0.0113801114719845,216,0.0392328333220198
"205","hsa04915","Estrogen signaling pathway - Homo sapiens (human)",0.0114089544972046,91,0.0392328333220198
"206","hsa04914","Progesterone-mediated oocyte maturation - Homo sapiens (human)",0.0133573378645842,76,0.0454689177814633
"338","hsa05412","Arrhythmogenic right ventricular cardiomyopathy - Homo sapiens (human)",0.0138103357114718,56,0.0465408313476599
"24","hsa00910","Nitrogen metabolism - Homo sapiens (human)",0.0143661880026887,4,0.0479347065040207
"229","hsa04979","Cholesterol metabolism - Homo sapiens (human)",0.0149404341257498,24,0.0493620225527224
"161","hsa04114","Oocyte meiosis - Homo sapiens (human)",0.015935083096729,99,0.0521371165397832
"125","hsa04015","Rap1 signaling pathway - Homo sapiens (human)",0.0282835929401504,178,0.0916497194310642
"339","hsa05414","Dilated cardiomyopathy - Homo sapiens (human)",0.0295259265282896,78,0.0947641641907962
"109","hsa03410","Base excision repair - Homo sapiens (human)",0.0302180868866635,6,0.0960707101962793
"27","hsa00062","Fatty acid elongation - Homo sapiens (human)",0.030634218533351,20,0.0964834733246661
"299","hsa05120","Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)",0.0318377473202496,65,0.0993455633974456
"22","hsa00562","Inositol phosphate metabolism - Homo sapiens (human)",0.0323843293276577,66,0.100124027370832
"118","hsa03265","Virion - Lyssavirus - Homo sapiens (human)",0.0364238622299233,3,0.111589468831674
"275","hsa05221","Acute myeloid leukemia - Homo sapiens (human)",0.0406075326318043,67,0.123285932404667
"247","hsa04744","Phototransduction - Homo sapiens (human)",0.0447053892118174,24,0.134515322896272
"159","hsa04137","Mitophagy - animal - Homo sapiens (human)",0.0511199333743637,48,0.152455022541244
"122","hsa04010","MAPK signaling pathway - Homo sapiens (human)",0.0549274377796849,280,0.162373215190823
"94","hsa03022","Basal transcription factors - Homo sapiens (human)",0.0562806097023094,4,0.164926656258072
"96","hsa03010","Ribosome - Homo sapiens (human)",0.0657360546537765,4,0.189908978314669
"246","hsa04722","Neurotrophin signaling pathway - Homo sapiens (human)",0.0663700605493617,114,0.189908978314669
"49","hsa00330","Arginine and proline metabolism - Homo sapiens (human)",0.0668542196527752,40,0.189908978314669
"106","hsa03050","Proteasome - Homo sapiens (human)",0.0670598469419752,38,0.189908978314669
"81","hsa00785","Lipoic acid metabolism - Homo sapiens (human)",0.0786850049971766,3,0.220973722367071
