"","pathway.code","pathway.name","p.value","Annotated","adj_p.value"
"248","hsa04740","Olfactory transduction - Homo sapiens (human)",5.25344614671749e-20,72,1.77041135144379e-17
"328","hsa05020","Prion disease - Homo sapiens (human)",4.88636421941126e-18,235,8.23352370970797e-16
"40","hsa00230","Purine metabolism - Homo sapiens (human)",2.92991917224795e-17,100,3.29127587015853e-15
"32","hsa00561","Glycerolipid metabolism - Homo sapiens (human)",3.8991324858065e-14,46,3.28501911929198e-12
"171","hsa04540","Gap junction - Homo sapiens (human)",5.36156776313497e-14,84,3.61369667235297e-12
"324","hsa05012","Parkinson disease - Homo sapiens (human)",2.90837048976949e-13,211,1.63353475842053e-11
"323","hsa05010","Alzheimer disease - Homo sapiens (human)",4.31792708509014e-11,319,2.07877346810768e-09
"196","hsa04911","Insulin secretion - Homo sapiens (human)",7.06487002303313e-11,62,2.97607649720271e-09
"242","hsa04720","Long-term potentiation - Homo sapiens (human)",1.63847127970236e-10,64,6.13516468066328e-09
"208","hsa04921","Oxytocin signaling pathway - Homo sapiens (human)",1.97061188661389e-10,121,6.64096205788881e-09
"329","hsa05022","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)",2.8640553844409e-10,391,8.30627066251021e-09
"257","hsa04714","Thermogenesis - Homo sapiens (human)",2.95772249110156e-10,155,8.30627066251021e-09
"143","hsa04024","cAMP signaling pathway - Homo sapiens (human)",4.31857922605532e-10,166,1.11950861475434e-08
"325","hsa05014","Amyotrophic lateral sclerosis - Homo sapiens (human)",5.50002870931288e-10,249,1.32393548217031e-08
"139","hsa04020","Calcium signaling pathway - Homo sapiens (human)",1.21813426782504e-09,201,2.73674165504693e-08
"33","hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)",1.69968772673614e-09,71,3.579967274438e-08
"47","hsa00310","Lysine degradation - Homo sapiens (human)",9.8370363326731e-09,50,1.84468577451359e-07
"326","hsa05016","Huntington disease - Homo sapiens (human)",9.8529210508144e-09,241,1.84468577451359e-07
"23","hsa00190","Oxidative phosphorylation - Homo sapiens (human)",2.61528187447059e-08,104,4.63868416682415e-07
"244","hsa04723","Retrograde endocannabinoid signaling - Homo sapiens (human)",5.08699802624787e-08,93,8.57159167422766e-07
"298","hsa05110","Vibrio cholerae infection - Homo sapiens (human)",5.49805992393584e-08,37,8.82307711603037e-07
"221","hsa04270","Vascular smooth muscle contraction - Homo sapiens (human)",8.13132481052141e-08,118,1.2455711187026e-06
"203","hsa04912","GnRH signaling pathway - Homo sapiens (human)",2.5175977279076e-07,84,3.68882797523853e-06
"154","hsa04145","Phagosome - Homo sapiens (human)",6.83198569242771e-07,94,9.59324657645058e-06
"78","hsa00760","Nicotinate and nicotinamide metabolism - Homo sapiens (human)",7.85381919070084e-07,25,1.05869482690647e-05
"239","hsa04725","Cholinergic synapse - Homo sapiens (human)",1.23343491410488e-06,82,1.59872140789747e-05
"256","hsa04713","Circadian entrainment - Homo sapiens (human)",1.79692323407016e-06,77,2.24282640696905e-05
"228","hsa04975","Fat digestion and absorption - Homo sapiens (human)",1.95188555252149e-06,27,2.34923368285622e-05
"144","hsa04022","cGMP-PKG signaling pathway - Homo sapiens (human)",2.99274024030975e-06,135,3.47777055511857e-05
"217","hsa04925","Aldosterone synthesis and secretion - Homo sapiens (human)",4.17391003451707e-06,73,4.68869227210751e-05
"245","hsa04721","Synaptic vesicle cycle - Homo sapiens (human)",4.59287460429487e-06,38,4.84608902799734e-05
"29","hsa00100","Steroid biosynthesis - Homo sapiens (human)",4.601627563677e-06,17,4.84608902799734e-05
"222","hsa04970","Salivary secretion - Homo sapiens (human)",5.95732495391469e-06,58,6.08369245293712e-05
"192","hsa04666","Fc gamma R-mediated phagocytosis - Homo sapiens (human)",6.23095046902674e-06,88,6.17597149430003e-05
"237","hsa04724","Glutamatergic synapse - Homo sapiens (human)",7.16344525726065e-06,68,6.89737443341954e-05
"34","hsa00565","Ether lipid metabolism - Homo sapiens (human)",7.73033667921866e-06,33,7.23645405804636e-05
"218","hsa04927","Cortisol synthesis and secretion - Homo sapiens (human)",1.04173735229929e-05,49,9.48825642499623e-05
"223","hsa04971","Gastric acid secretion - Homo sapiens (human)",1.23799510972379e-05,59,0.000109790618941294
"224","hsa04972","Pancreatic secretion - Homo sapiens (human)",1.29659324991309e-05,67,0.000112038955184798
"243","hsa04730","Long-term depression - Homo sapiens (human)",1.59637608951121e-05,54,0.000134494685541319
"41","hsa00240","Pyrimidine metabolism - Homo sapiens (human)",1.67735668928129e-05,44,0.000136501099235839
"220","hsa04261","Adrenergic signaling in cardiomyocytes - Homo sapiens (human)",1.71525762618208e-05,123,0.000136501099235839
"333","hsa05033","Nicotine addiction - Homo sapiens (human)",1.75736054482659e-05,10,0.000136501099235839
"42","hsa00250","Alanine, aspartate and glutamate metabolism - Homo sapiens (human)",1.78221019773796e-05,28,0.000136501099235839
"127","hsa04330","Notch signaling pathway - Homo sapiens (human)",2.93094325890257e-05,51,0.000218784191527379
"232","hsa04962","Vasopressin-regulated water reabsorption - Homo sapiens (human)",2.98637175378618e-05,34,0.000218784191527379
"334","hsa05034","Alcoholism - Homo sapiens (human)",3.11691204689581e-05,88,0.000223489225490189
"301","hsa05132","Salmonella infection - Homo sapiens (human)",7.47655116102228e-05,187,0.000524916196096773
"249","hsa04742","Taste transduction - Homo sapiens (human)",8.11288466468075e-05,24,0.000557967782040288
"331","hsa05031","Amphetamine addiction - Homo sapiens (human)",0.000102721923460962,57,0.000692345764126886
"174","hsa04810","Regulation of actin cytoskeleton - Homo sapiens (human)",0.000111747753315836,209,0.000738411624851703
"330","hsa05030","Cocaine addiction - Homo sapiens (human)",0.000121532142486422,39,0.000787621769575465
"141","hsa04072","Phospholipase D signaling pathway - Homo sapiens (human)",0.000130223704357587,129,0.000828026195632201
"10","hsa00020","Citrate cycle (TCA cycle) - Homo sapiens (human)",0.000136712357844502,29,0.000853186381362912
"44","hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)",0.000158690844264879,44,0.000972342082132078
"238","hsa04727","GABAergic synapse - Homo sapiens (human)",0.000164023291415784,47,0.000987068735841416
"340","hsa05415","Diabetic cardiomyopathy - Homo sapiens (human)",0.000191012309831874,169,0.00112931839321652
"48","hsa00220","Arginine biosynthesis - Homo sapiens (human)",0.000262665536720129,15,0.00152617734266695
"173","hsa04814","Motor proteins - Homo sapiens (human)",0.00031329650740229,87,0.00178950716939952
"332","hsa05032","Morphine addiction - Homo sapiens (human)",0.000331270480550816,56,0.00183423678982998
"58","hsa00450","Selenocompound metabolism - Homo sapiens (human)",0.000332013187476644,13,0.00183423678982998
"132","hsa04370","VEGF signaling pathway - Homo sapiens (human)",0.000405689686638062,52,0.00220511974833914
"148","hsa04080","Neuroactive ligand-receptor interaction - Homo sapiens (human)",0.000452162963243497,160,0.00241871299385807
"213","hsa04928","Parathyroid hormone synthesis, secretion and action - Homo sapiens (human)",0.000526019393707661,73,0.0027698208699919
"308","hsa05100","Bacterial invasion of epithelial cells - Homo sapiens (human)",0.000666815368972997,69,0.00345718122067539
"236","hsa04966","Collecting duct acid secretion - Homo sapiens (human)",0.000747492025091408,19,0.0038167395826637
"215","hsa04924","Renin secretion - Homo sapiens (human)",0.000765600136219208,55,0.00385085441650557
"170","hsa04530","Tight junction - Homo sapiens (human)",0.000815886980971337,145,0.0040434398909903
"83","hsa00670","One carbon pool by folate - Homo sapiens (human)",0.000892356804773698,15,0.004358322365344
"300","hsa05130","Pathogenic Escherichia coli infection - Homo sapiens (human)",0.000964383447579007,169,0.00464281745477322
"327","hsa05017","Spinocerebellar ataxia - Homo sapiens (human)",0.0010260033018946,109,0.00486990299631663
"267","hsa05231","Choline metabolism in cancer - Homo sapiens (human)",0.00132397700380021,80,0.00619694792056487
"235","hsa04964","Proximal tubule bicarbonate reclamation - Homo sapiens (human)",0.00191537185346485,15,0.0088421960906528
"306","hsa05150","Staphylococcus aureus infection - Homo sapiens (human)",0.00313349172788791,32,0.0142700907067328
"25","hsa00920","Sulfur metabolism - Homo sapiens (human)",0.00332364963866548,10,0.0149342657097369
"177","hsa04611","Platelet activation - Homo sapiens (human)",0.00358858266947993,103,0.0157862109988116
"234","hsa04961","Endocrine and other factor-regulated calcium reabsorption - Homo sapiens (human)",0.00360693841812608,38,0.0157862109988116
"133","hsa04371","Apelin signaling pathway - Homo sapiens (human)",0.00422379471273992,110,0.0182489592076071
"240","hsa04728","Dopaminergic synapse - Homo sapiens (human)",0.00452947250372096,109,0.0193219270095438
