"","pathway.code","pathway.name","p.value","Annotated","adj_p.value"
"40","hsa00230","Purine metabolism - Homo sapiens (human)",2.0092389212446e-20,100,6.77113516459429e-18
"248","hsa04740","Olfactory transduction - Homo sapiens (human)",4.0736890276973e-19,72,6.86416601166994e-17
"171","hsa04540","Gap junction - Homo sapiens (human)",5.2336501448038e-15,84,5.87913366266293e-13
"328","hsa05020","Prion disease - Homo sapiens (human)",5.11988721517915e-14,235,4.31350497878844e-12
"32","hsa00561","Glycerolipid metabolism - Homo sapiens (human)",6.22624913293308e-12,46,4.19649191559689e-10
"242","hsa04720","Long-term potentiation - Homo sapiens (human)",3.48698467298615e-11,64,1.62491967162416e-09
"143","hsa04024","cAMP signaling pathway - Homo sapiens (human)",3.51742771691882e-11,166,1.62491967162416e-09
"196","hsa04911","Insulin secretion - Homo sapiens (human)",3.8573760750722e-11,62,1.62491967162416e-09
"324","hsa05012","Parkinson disease - Homo sapiens (human)",1.1976027576676e-10,211,4.46456286119054e-09
"208","hsa04921","Oxytocin signaling pathway - Homo sapiens (human)",1.32479610124348e-10,121,4.46456286119054e-09
"244","hsa04723","Retrograde endocannabinoid signaling - Homo sapiens (human)",1.93576582064816e-10,93,5.93048255962211e-09
"139","hsa04020","Calcium signaling pathway - Homo sapiens (human)",3.46598213470455e-10,201,9.7336331616286e-09
"323","hsa05010","Alzheimer disease - Homo sapiens (human)",2.5740206445825e-09,319,6.67265351711002e-08
"257","hsa04714","Thermogenesis - Homo sapiens (human)",4.63514148079188e-09,155,1.11574477073348e-07
"47","hsa00310","Lysine degradation - Homo sapiens (human)",5.04171448187718e-09,50,1.13270518692841e-07
"33","hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)",2.36748388739683e-08,71,4.98651293782957e-07
"329","hsa05022","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)",3.91090430280039e-08,391,7.75279264731607e-07
"326","hsa05016","Huntington disease - Homo sapiens (human)",1.01578513600511e-07,241,1.90177550463178e-06
"325","hsa05014","Amyotrophic lateral sclerosis - Homo sapiens (human)",1.16415846205468e-07,249,2.06484948269698e-06
"144","hsa04022","cGMP-PKG signaling pathway - Homo sapiens (human)",1.46635232043691e-07,135,2.47080365993619e-06
"221","hsa04270","Vascular smooth muscle contraction - Homo sapiens (human)",1.97620018734713e-07,118,3.09562837089044e-06
"23","hsa00190","Oxidative phosphorylation - Homo sapiens (human)",2.02088498989881e-07,104,3.09562837089044e-06
"256","hsa04713","Circadian entrainment - Homo sapiens (human)",2.74178602123504e-07,77,3.85837011095197e-06
"237","hsa04724","Glutamatergic synapse - Homo sapiens (human)",2.74780067248805e-07,68,3.85837011095197e-06
"203","hsa04912","GnRH signaling pathway - Homo sapiens (human)",3.59254669621822e-07,84,4.84275294650216e-06
"239","hsa04725","Cholinergic synapse - Homo sapiens (human)",4.93116272848025e-07,82,6.39154553653017e-06
"217","hsa04925","Aldosterone synthesis and secretion - Homo sapiens (human)",6.75136229635363e-07,73,8.42670034767101e-06
"78","hsa00760","Nicotinate and nicotinamide metabolism - Homo sapiens (human)",7.74079457321114e-07,25,9.23482946387199e-06
"41","hsa00240","Pyrimidine metabolism - Homo sapiens (human)",7.94688588879192e-07,44,9.23482946387199e-06
"298","hsa05110","Vibrio cholerae infection - Homo sapiens (human)",8.22928985033147e-07,37,9.24423559853901e-06
"154","hsa04145","Phagosome - Homo sapiens (human)",1.56015296105897e-06,94,1.69603725121571e-05
"29","hsa00100","Steroid biosynthesis - Homo sapiens (human)",2.87283900393063e-06,17,3.02545857601445e-05
"223","hsa04971","Gastric acid secretion - Homo sapiens (human)",3.21738170994821e-06,59,3.28562920076529e-05
"218","hsa04927","Cortisol synthesis and secretion - Homo sapiens (human)",4.70333744800589e-06,49,4.66183741169995e-05
"334","hsa05034","Alcoholism - Homo sapiens (human)",4.87513165747719e-06,88,4.69405533877089e-05
"228","hsa04975","Fat digestion and absorption - Homo sapiens (human)",6.03096271922613e-06,27,5.56882500219713e-05
"224","hsa04972","Pancreatic secretion - Homo sapiens (human)",6.11414021012741e-06,67,5.56882500219713e-05
"127","hsa04330","Notch signaling pathway - Homo sapiens (human)",6.78084406036544e-06,51,5.95857771397737e-05
"333","hsa05033","Nicotine addiction - Homo sapiens (human)",6.89568340786698e-06,10,5.95857771397737e-05
"222","hsa04970","Salivary secretion - Homo sapiens (human)",9.08131888186965e-06,58,7.65101115797518e-05
"332","hsa05032","Morphine addiction - Homo sapiens (human)",9.46041241217211e-06,56,7.77599751927317e-05
"243","hsa04730","Long-term depression - Homo sapiens (human)",1.10659902380397e-05,54,8.87913978623666e-05
"34","hsa00565","Ether lipid metabolism - Homo sapiens (human)",1.14618214324675e-05,33,8.9828693552129e-05
"192","hsa04666","Fc gamma R-mediated phagocytosis - Homo sapiens (human)",1.38574631729003e-05,88,0.000106135570210623
"220","hsa04261","Adrenergic signaling in cardiomyocytes - Homo sapiens (human)",1.51068512012721e-05,123,0.000113133530107304
"141","hsa04072","Phospholipase D signaling pathway - Homo sapiens (human)",2.30715522527095e-05,129,0.000169024198025285
"174","hsa04810","Regulation of actin cytoskeleton - Homo sapiens (human)",2.97983394583513e-05,209,0.000213660433988604
"331","hsa05031","Amphetamine addiction - Homo sapiens (human)",3.74024691278457e-05,57,0.000261905982206529
"330","hsa05030","Cocaine addiction - Homo sapiens (human)",3.80812852466466e-05,39,0.000261905982206529
"232","hsa04962","Vasopressin-regulated water reabsorption - Homo sapiens (human)",5.4324803455953e-05,34,0.000366149175293123
"238","hsa04727","GABAergic synapse - Homo sapiens (human)",5.63543504047536e-05,47,0.000372380707576509
"245","hsa04721","Synaptic vesicle cycle - Homo sapiens (human)",6.80000099263636e-05,38,0.000440692372022779
"213","hsa04928","Parathyroid hormone synthesis, secretion and action - Homo sapiens (human)",7.32550208533655e-05,73,0.000465791359011022
"42","hsa00250","Alanine, aspartate and glutamate metabolism - Homo sapiens (human)",7.50740767301188e-05,28,0.000468517849223149
"83","hsa00670","One carbon pool by folate - Homo sapiens (human)",0.000127295012239076,15,0.000779971256810336
"215","hsa04924","Renin secretion - Homo sapiens (human)",0.000173847964617545,55,0.00104619221564487
"249","hsa04742","Taste transduction - Homo sapiens (human)",0.000205796816147596,24,0.00121672854459193
"300","hsa05130","Pathogenic Escherichia coli infection - Homo sapiens (human)",0.000331437035625375,169,0.0019257634656164
"48","hsa00220","Arginine biosynthesis - Homo sapiens (human)",0.000347205408513343,15,0.00198319021472875
"173","hsa04814","Motor proteins - Homo sapiens (human)",0.000377483689688234,87,0.00212020005708225
"44","hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)",0.000396398809986852,44,0.00218994096664867
"170","hsa04530","Tight junction - Homo sapiens (human)",0.000446540627435997,145,0.00242716437816018
"240","hsa04728","Dopaminergic synapse - Homo sapiens (human)",0.000618100077849949,109,0.00330634486087988
"308","hsa05100","Bacterial invasion of epithelial cells - Homo sapiens (human)",0.000767878321054582,69,0.00404233997780908
"133","hsa04371","Apelin signaling pathway - Homo sapiens (human)",0.000779679817678309,110,0.00404233997780908
"301","hsa05132","Salmonella infection - Homo sapiens (human)",0.000826682047958484,187,0.00422108863881832
