"","pathway.code","pathway.name","p.value","Annotated","adj_p.value"
"23","hsa00190","Oxidative phosphorylation - Homo sapiens (human)",6.07751012858917e-13,104,2.04812091333455e-10
"328","hsa05020","Prion disease - Homo sapiens (human)",3.93855111569777e-12,235,6.63645862995074e-10
"248","hsa04740","Olfactory transduction - Homo sapiens (human)",7.3416543211542e-11,72,8.24712502076322e-09
"257","hsa04714","Thermogenesis - Homo sapiens (human)",1.90447487761081e-10,155,1.60452008438711e-08
"340","hsa05415","Diabetic cardiomyopathy - Homo sapiens (human)",5.00892091906035e-10,169,3.37601269944668e-08
"324","hsa05012","Parkinson disease - Homo sapiens (human)",1.11193137248975e-09,211,6.2453478754841e-08
"325","hsa05014","Amyotrophic lateral sclerosis - Homo sapiens (human)",2.19057966500122e-08,249,1.05460763872202e-06
"329","hsa05022","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)",5.04941348507353e-08,391,2.12706543058723e-06
"323","hsa05010","Alzheimer disease - Homo sapiens (human)",1.12578937826735e-07,319,3.92920426803314e-06
"344","hsa04950","Maturity onset diabetes of the young - Homo sapiens (human)",1.16593598457957e-07,20,3.92920426803314e-06
"326","hsa05016","Huntington disease - Homo sapiens (human)",8.16275995832164e-07,241,2.30171249842956e-05
"127","hsa04330","Notch signaling pathway - Homo sapiens (human)",8.19600889648507e-07,51,2.30171249842956e-05
"219","hsa04260","Cardiac muscle contraction - Homo sapiens (human)",3.66640280053282e-06,68,9.50444418291969e-05
"346","hsa04932","Non-alcoholic fatty liver disease - Homo sapiens (human)",1.21724847698589e-05,136,0.00029300909767446
"242","hsa04720","Long-term potentiation - Homo sapiens (human)",1.8174996502586e-05,64,0.000408331588091431
"264","hsa05208","Chemical carcinogenesis - reactive oxygen species - Homo sapiens (human)",2.69141591862484e-05,183,0.000566879477860357
"87","hsa00900","Terpenoid backbone biosynthesis - Homo sapiens (human)",5.45832585249686e-05,19,0.00108203283075967
"42","hsa00250","Alanine, aspartate and glutamate metabolism - Homo sapiens (human)",0.000475725776033501,28,0.00890664369573833
"298","hsa05110","Vibrio cholerae infection - Homo sapiens (human)",0.000674993599950087,37,0.0119722549043779
"217","hsa04925","Aldosterone synthesis and secretion - Homo sapiens (human)",0.00115244545942297,73,0.0194187059912771
"208","hsa04921","Oxytocin signaling pathway - Homo sapiens (human)",0.0016714563951451,121,0.0268228954839951
"244","hsa04723","Retrograde endocannabinoid signaling - Homo sapiens (human)",0.00189911481058768,93,0.0281418234205232
"58","hsa00450","Selenocompound metabolism - Homo sapiens (human)",0.00192065857172711,13,0.0281418234205232
"196","hsa04911","Insulin secretion - Homo sapiens (human)",0.00215501223231055,62,0.030259963428694
"134","hsa04630","JAK-STAT signaling pathway - Homo sapiens (human)",0.00320040261508468,151,0.0431414272513415
"24","hsa00910","Nitrogen metabolism - Homo sapiens (human)",0.00354892515152609,4,0.0459995298486267
"275","hsa05221","Acute myeloid leukemia - Homo sapiens (human)",0.00414155392642784,67,0.051692728637266
"140","hsa04070","Phosphatidylinositol signaling system - Homo sapiens (human)",0.00446966538876095,87,0.0537956155718729
"139","hsa04020","Calcium signaling pathway - Homo sapiens (human)",0.00684955194119273,201,0.0753038172617459
"286","hsa05166","Human T-cell leukemia virus 1 infection - Homo sapiens (human)",0.00691340655508932,165,0.0753038172617459
"251","hsa04360","Axon guidance - Homo sapiens (human)",0.00703219253901926,149,0.0753038172617459
