"","pathway.code","pathway.name","p.value","Annotated","adj_p.value"
"23","hsa00190","Oxidative phosphorylation - Homo sapiens (human)",1.02743608452823e-16,104,3.46245960486015e-14
"328","hsa05020","Prion disease - Homo sapiens (human)",5.95653208322866e-15,235,1.00367565602403e-12
"324","hsa05012","Parkinson disease - Homo sapiens (human)",1.20975107432426e-12,211,1.35895370682425e-10
"325","hsa05014","Amyotrophic lateral sclerosis - Homo sapiens (human)",6.52429806509601e-12,249,5.49672111984339e-10
"248","hsa04740","Olfactory transduction - Homo sapiens (human)",5.29458045777632e-10,72,3.56854722854124e-08
"326","hsa05016","Huntington disease - Homo sapiens (human)",7.10071859996642e-09,241,3.98823694698114e-07
"340","hsa05415","Diabetic cardiomyopathy - Homo sapiens (human)",1.42758587360479e-08,169,6.04319183111482e-07
"257","hsa04714","Thermogenesis - Homo sapiens (human)",1.43458559789076e-08,155,6.04319183111482e-07
"323","hsa05010","Alzheimer disease - Homo sapiens (human)",4.02361589763235e-08,319,1.50662061944678e-06
"329","hsa05022","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)",1.19583218559544e-07,391,4.02995446545663e-06
"344","hsa04950","Maturity onset diabetes of the young - Homo sapiens (human)",1.68510540189387e-07,20,5.16255018580213e-06
"242","hsa04720","Long-term potentiation - Homo sapiens (human)",2.97321809907965e-06,64,8.34978749491535e-05
"264","hsa05208","Chemical carcinogenesis - reactive oxygen species - Homo sapiens (human)",5.83475663461841e-06,183,0.000151254845066646
"346","hsa04932","Non-alcoholic fatty liver disease - Homo sapiens (human)",1.32647976435773e-05,136,0.000319302628991825
"316","hsa05322","Systemic lupus erythematosus - Homo sapiens (human)",1.62088013233165e-05,40,0.000364157736397178
"127","hsa04330","Notch signaling pathway - Homo sapiens (human)",2.14674212835008e-05,51,0.000452157560783736
"244","hsa04723","Retrograde endocannabinoid signaling - Homo sapiens (human)",9.32506405132338e-05,93,0.00184855681487999
"275","hsa05221","Acute myeloid leukemia - Homo sapiens (human)",0.000183497485088572,67,0.00343548069304716
"219","hsa04260","Cardiac muscle contraction - Homo sapiens (human)",0.000606961287584542,68,0.0107655765218943
"87","hsa00900","Terpenoid backbone biosynthesis - Homo sapiens (human)",0.000676629593304784,19,0.0114012086471856
"134","hsa04630","JAK-STAT signaling pathway - Homo sapiens (human)",0.00206690748695279,151,0.03316894395729
"40","hsa00230","Purine metabolism - Homo sapiens (human)",0.00221852671909988,100,0.0339837956516664
"24","hsa00910","Nitrogen metabolism - Homo sapiens (human)",0.00352157347652731,4,0.0515987070256392
"42","hsa00250","Alanine, aspartate and glutamate metabolism - Homo sapiens (human)",0.00467014031843433,28,0.0655765536380154
"139","hsa04020","Calcium signaling pathway - Homo sapiens (human)",0.00689583377326595,201,0.092955839263625
"122","hsa04010","MAPK signaling pathway - Homo sapiens (human)",0.00853232890933127,280,0.110592109324794
"298","hsa05110","Vibrio cholerae infection - Homo sapiens (human)",0.0102655411090307,37,0.124442719653771
"114","hsa03460","Fanconi anemia pathway - Homo sapiens (human)",0.0103394544519454,8,0.124442719653771
"208","hsa04921","Oxytocin signaling pathway - Homo sapiens (human)",0.0119746847840443,121,0.139154095593895
"171","hsa04540","Gap junction - Homo sapiens (human)",0.0139966202226853,84,0.152558533520476
"162","hsa04210","Apoptosis - Homo sapiens (human)",0.0140335743001031,128,0.152558533520476
"140","hsa04070","Phosphatidylinositol signaling system - Homo sapiens (human)",0.0164829259850136,87,0.168725782733849
"48","hsa00220","Arginine biosynthesis - Homo sapiens (human)",0.0165221092884778,15,0.168725782733849
"56","hsa00430","Taurine and hypotaurine metabolism - Homo sapiens (human)",0.0188455864722641,13,0.186793018857441
"58","hsa00450","Selenocompound metabolism - Homo sapiens (human)",0.0206989866230609,13,0.199301671199187
"251","hsa04360","Axon guidance - Homo sapiens (human)",0.0215841871401281,149,0.202051974061754
"331","hsa05031","Amphetamine addiction - Homo sapiens (human)",0.022710168713561,57,0.206846671796488
"174","hsa04810","Regulation of actin cytoskeleton - Homo sapiens (human)",0.0264085194654092,209,0.234201869995866
"259","hsa05202","Transcriptional misregulation in cancer - Homo sapiens (human)",0.0337632761045812,100,0.291749334544715
"341","hsa05416","Viral myocarditis - Homo sapiens (human)",0.0351810235839556,30,0.296400123694826
"59","hsa00470","D-Amino acid metabolism - Homo sapiens (human)",0.0375963652502022,5,0.308143004671946
"76","hsa00740","Riboflavin metabolism - Homo sapiens (human)",0.0384035792172752,8,0.308143004671946
"333","hsa05033","Nicotine addiction - Homo sapiens (human)",0.0443205671824392,10,0.347349561406558
"94","hsa03022","Basal transcription factors - Homo sapiens (human)",0.0465929695390855,4,0.35685978942436
"154","hsa04145","Phagosome - Homo sapiens (human)",0.054252235243234,94,0.389476925662624
"22","hsa00562","Inositol phosphate metabolism - Homo sapiens (human)",0.0555698904074066,66,0.389476925662624
"281","hsa05215","Prostate cancer - Homo sapiens (human)",0.0562858577611166,88,0.389476925662624
"196","hsa04911","Insulin secretion - Homo sapiens (human)",0.057275829413379,62,0.389476925662624
"132","hsa04370","VEGF signaling pathway - Homo sapiens (human)",0.0574636424142981,52,0.389476925662624
"246","hsa04722","Neurotrophin signaling pathway - Homo sapiens (human)",0.0577858940152261,114,0.389476925662624
"123","hsa04012","ErbB signaling pathway - Homo sapiens (human)",0.0598583403388222,80,0.394234524373306
