"","pathway.code","pathway.name","p.value","Annotated","adj_p.value"
"328","hsa05020","Prion disease - Homo sapiens (human)",1.40984644803907e-22,235,4.75118252989167e-20
"324","hsa05012","Parkinson disease - Homo sapiens (human)",7.0615861898878e-18,211,1.18987727299609e-15
"40","hsa00230","Purine metabolism - Homo sapiens (human)",1.34450772706203e-17,100,1.51033034673302e-15
"248","hsa04740","Olfactory transduction - Homo sapiens (human)",1.99742103102519e-17,72,1.68282721863872e-15
"325","hsa05014","Amyotrophic lateral sclerosis - Homo sapiens (human)",1.93771242867613e-16,249,1.30601817692771e-14
"326","hsa05016","Huntington disease - Homo sapiens (human)",2.75641476753093e-15,241,1.34512402961849e-13
"171","hsa04540","Gap junction - Homo sapiens (human)",2.79402617428174e-15,84,1.34512402961849e-13
"329","hsa05022","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)",1.2927017674909e-14,391,5.44550619555542e-13
"323","hsa05010","Alzheimer disease - Homo sapiens (human)",4.80685402147202e-14,319,1.79989978359564e-12
"32","hsa00561","Glycerolipid metabolism - Homo sapiens (human)",4.39773852206461e-12,46,1.48203788193577e-10
"143","hsa04024","cAMP signaling pathway - Homo sapiens (human)",5.03097533468404e-12,166,1.54130789798957e-10
"242","hsa04720","Long-term potentiation - Homo sapiens (human)",6.98895417424082e-12,64,1.96273129726596e-10
"196","hsa04911","Insulin secretion - Homo sapiens (human)",1.16532270893844e-11,62,2.98371814829839e-10
"257","hsa04714","Thermogenesis - Homo sapiens (human)",1.23952682718627e-11,155,2.98371814829839e-10
"23","hsa00190","Oxidative phosphorylation - Homo sapiens (human)",1.72892228756534e-11,104,3.88431207273013e-10
"139","hsa04020","Calcium signaling pathway - Homo sapiens (human)",3.60764830044998e-11,201,7.59860923282276e-10
"208","hsa04921","Oxytocin signaling pathway - Homo sapiens (human)",2.89672530976109e-10,121,5.46187916803549e-09
"298","hsa05110","Vibrio cholerae infection - Homo sapiens (human)",2.91732418470738e-10,37,5.46187916803549e-09
"47","hsa00310","Lysine degradation - Homo sapiens (human)",1.02410336080214e-08,50,1.81643596100169e-07
"33","hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)",3.50939302890528e-08,71,5.91332725370539e-07
"244","hsa04723","Retrograde endocannabinoid signaling - Homo sapiens (human)",5.78623386032914e-08,93,9.05024157128105e-07
"221","hsa04270","Vascular smooth muscle contraction - Homo sapiens (human)",5.90816957175617e-08,118,9.05024157128105e-07
"203","hsa04912","GnRH signaling pathway - Homo sapiens (human)",9.94331656032662e-08,84,1.45691203514351e-06
"222","hsa04970","Salivary secretion - Homo sapiens (human)",1.75314872101286e-07,58,2.38858293488885e-06
"144","hsa04022","cGMP-PKG signaling pathway - Homo sapiens (human)",1.77194579739529e-07,135,2.38858293488885e-06
"239","hsa04725","Cholinergic synapse - Homo sapiens (human)",1.86381180026063e-07,82,2.41578683341474e-06
"154","hsa04145","Phagosome - Homo sapiens (human)",1.94589958959372e-07,94,2.42877096923364e-06
"217","hsa04925","Aldosterone synthesis and secretion - Homo sapiens (human)",4.91154250039171e-07,73,5.72841497927609e-06
"223","hsa04971","Gastric acid secretion - Homo sapiens (human)",4.92949656970346e-07,59,5.72841497927609e-06
"256","hsa04713","Circadian entrainment - Homo sapiens (human)",9.56377226129159e-07,77,1.07433041735175e-05
