"","pathway.code","pathway.name","p.value","Annotated","adj_p.value"
"248","hsa04740","Olfactory transduction - Homo sapiens (human)",3.06913518738419e-20,72,1.03429855814847e-17
"40","hsa00230","Purine metabolism - Homo sapiens (human)",1.81107488860491e-19,100,3.05166118729928e-17
"328","hsa05020","Prion disease - Homo sapiens (human)",4.66101761435946e-18,235,5.23587645346379e-16
"171","hsa04540","Gap junction - Homo sapiens (human)",1.21339947831803e-15,84,1.02228906048294e-13
"324","hsa05012","Parkinson disease - Homo sapiens (human)",1.9100404860662e-14,211,1.28736728760862e-12
"323","hsa05010","Alzheimer disease - Homo sapiens (human)",2.58278294999034e-14,319,1.45066309024457e-12
"257","hsa04714","Thermogenesis - Homo sapiens (human)",1.06670667946871e-13,155,5.13543072829934e-12
"329","hsa05022","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)",3.67369774390386e-13,391,1.5475451746195e-11
"32","hsa00561","Glycerolipid metabolism - Homo sapiens (human)",3.26232955747495e-12,46,1.2215611787434e-10
"139","hsa04020","Calcium signaling pathway - Homo sapiens (human)",1.14455864267161e-11,201,3.85716262580333e-10
"23","hsa00190","Oxidative phosphorylation - Homo sapiens (human)",1.30744230520149e-11,104,4.00552778957185e-10
"325","hsa05014","Amyotrophic lateral sclerosis - Homo sapiens (human)",1.44501428355629e-11,249,4.05808177965392e-10
"196","hsa04911","Insulin secretion - Homo sapiens (human)",2.39250257286285e-11,62,5.84655073774313e-10
"242","hsa04720","Long-term potentiation - Homo sapiens (human)",2.46097151294643e-11,64,5.84655073774313e-10
"208","hsa04921","Oxytocin signaling pathway - Homo sapiens (human)",2.74656745970076e-11,121,5.84655073774313e-10
"244","hsa04723","Retrograde endocannabinoid signaling - Homo sapiens (human)",2.77581043928457e-11,93,5.84655073774313e-10
"143","hsa04024","cAMP signaling pathway - Homo sapiens (human)",5.58420908496914e-11,166,1.1069873303733e-09
"326","hsa05016","Huntington disease - Homo sapiens (human)",7.53453692827802e-11,241,1.41063274712761e-09
"47","hsa00310","Lysine degradation - Homo sapiens (human)",5.92715990010311e-09,50,1.05129099280776e-07
"221","hsa04270","Vascular smooth muscle contraction - Homo sapiens (human)",7.20759896347298e-09,118,1.2144804253452e-07
"33","hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)",8.98197100693516e-09,71,1.44139249016055e-07
"298","hsa05110","Vibrio cholerae infection - Homo sapiens (human)",1.70048223762854e-08,37,2.60482960945826e-07
"144","hsa04022","cGMP-PKG signaling pathway - Homo sapiens (human)",7.51182978048755e-08,135,1.10064636348883e-06
"203","hsa04912","GnRH signaling pathway - Homo sapiens (human)",1.1706159182901e-07,84,1.64373985193234e-06
"217","hsa04925","Aldosterone synthesis and secretion - Homo sapiens (human)",1.32807883682482e-07,73,1.79025027203986e-06
"239","hsa04725","Cholinergic synapse - Homo sapiens (human)",2.68895283547333e-07,82,3.48529655982504e-06
"222","hsa04970","Salivary secretion - Homo sapiens (human)",8.04783491141969e-07,58,9.77635057429735e-06
"256","hsa04713","Circadian entrainment - Homo sapiens (human)",8.12278385995032e-07,77,9.77635057429735e-06
"192","hsa04666","Fc gamma R-mediated phagocytosis - Homo sapiens (human)",1.10654571653183e-06,88,1.27636784858526e-05
"223","hsa04971","Gastric acid secretion - Homo sapiens (human)",1.13623250615899e-06,59,1.27636784858526e-05
