"","pathway.code","pathway.name","p.value","Annotated","adj_p.value"
"326","hsa05016","Huntington disease - Homo sapiens (human)",1.56694447869103e-74,274,5.28060289318876e-72
"328","hsa05020","Prion disease - Homo sapiens (human)",1.66795277313281e-64,260,2.81050042272879e-62
"325","hsa05014","Amyotrophic lateral sclerosis - Homo sapiens (human)",1.1294824817233e-63,292,1.26878532113584e-61
"324","hsa05012","Parkinson disease - Homo sapiens (human)",3.30784791161962e-63,234,2.78686186553953e-61
"23","hsa00190","Oxidative phosphorylation - Homo sapiens (human)",5.40029648611859e-62,125,3.63979983164393e-60
"329","hsa05022","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)",3.51805219515961e-59,439,1.97597264961465e-57
"323","hsa05010","Alzheimer disease - Homo sapiens (human)",1.67780187727178e-54,348,8.0774176091513e-53
"340","hsa05415","Diabetic cardiomyopathy - Homo sapiens (human)",4.26621884157193e-31,187,1.79714468701218e-29
"251","hsa04360","Axon guidance - Homo sapiens (human)",2.50701148101663e-25,168,9.38736521225116e-24
"245","hsa04721","Synaptic vesicle cycle - Homo sapiens (human)",2.99744895521137e-24,44,1.01014029790623e-22
"346","hsa04932","Non-alcoholic fatty liver disease - Homo sapiens (human)",1.62889611224256e-23,149,4.6360420634261e-22
"264","hsa05208","Chemical carcinogenesis - reactive oxygen species - Homo sapiens (human)",1.6508161650182e-23,202,4.6360420634261e-22
"154","hsa04145","Phagosome - Homo sapiens (human)",1.5546354493156e-21,100,4.03009343399506e-20
"257","hsa04714","Thermogenesis - Homo sapiens (human)",1.40665427374453e-16,180,3.38601778751363e-15
"122","hsa04010","MAPK signaling pathway - Homo sapiens (human)",3.39648310964453e-16,294,7.63076538633471e-15
"173","hsa04814","Motor proteins - Homo sapiens (human)",3.7697025599833e-15,101,7.93993601696483e-14
"236","hsa04966","Collecting duct acid secretion - Homo sapiens (human)",4.61586273956186e-15,23,9.15026907783733e-14
"162","hsa04210","Apoptosis - Homo sapiens (human)",1.20338144248754e-14,131,2.25299747843501e-13
"327","hsa05017","Spinocerebellar ataxia - Homo sapiens (human)",1.30844998850138e-13,111,2.32077708486824e-12
"47","hsa00310","Lysine degradation - Homo sapiens (human)",1.6199525453063e-13,61,2.72962003884112e-12
"106","hsa03050","Proteasome - Homo sapiens (human)",9.80634017753444e-13,39,1.5391135935261e-11
"301","hsa05132","Salmonella infection - Homo sapiens (human)",1.00476258331081e-12,201,1.5391135935261e-11
"244","hsa04723","Retrograde endocannabinoid signaling - Homo sapiens (human)",1.845206595075e-11,108,2.70362879365338e-10
"170","hsa04530","Tight junction - Homo sapiens (human)",2.73225948105982e-10,163,3.83654768798816e-09
"299","hsa05120","Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)",3.24297708290883e-10,70,4.3715331077611e-09
"248","hsa04740","Olfactory transduction - Homo sapiens (human)",4.45012985666976e-10,118,5.76805292960657e-09
"298","hsa05110","Vibrio cholerae infection - Homo sapiens (human)",7.9761581284559e-10,41,9.95542699736903e-09
