"","pathway.code","pathway.name","p.value","Annotated","adj_p.value"
"326","hsa05016","Huntington disease - Homo sapiens (human)",1.16680944519793e-98,274,3.93214783031703e-96
"325","hsa05014","Amyotrophic lateral sclerosis - Homo sapiens (human)",6.39822675545423e-86,292,1.07810120829404e-83
"328","hsa05020","Prion disease - Homo sapiens (human)",5.05533687202053e-76,260,5.67882841956972e-74
"329","hsa05022","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)",5.34664419061784e-75,439,4.50454773059553e-73
"324","hsa05012","Parkinson disease - Homo sapiens (human)",5.35404783170602e-71,234,3.60862823856986e-69
"23","hsa00190","Oxidative phosphorylation - Homo sapiens (human)",8.18735886897087e-71,125,4.59856656473864e-69
"323","hsa05010","Alzheimer disease - Homo sapiens (human)",1.52371518618669e-59,348,7.33560025349877e-58
"340","hsa05415","Diabetic cardiomyopathy - Homo sapiens (human)",2.3663947577237e-34,187,9.96843791691108e-33
"346","hsa04932","Non-alcoholic fatty liver disease - Homo sapiens (human)",2.8960136176415e-29,149,1.08439621016132e-27
"264","hsa05208","Chemical carcinogenesis - reactive oxygen species - Homo sapiens (human)",3.8396166202731e-29,202,1.29395080103204e-27
"245","hsa04721","Synaptic vesicle cycle - Homo sapiens (human)",1.48595012573735e-23,44,4.55241083975897e-22
"257","hsa04714","Thermogenesis - Homo sapiens (human)",2.41753004036462e-21,180,6.78923019669063e-20
"251","hsa04360","Axon guidance - Homo sapiens (human)",2.93770564659303e-21,168,7.61543694539886e-20
"173","hsa04814","Motor proteins - Homo sapiens (human)",3.32538325046743e-20,101,8.00467253862518e-19
"122","hsa04010","MAPK signaling pathway - Homo sapiens (human)",3.6659586917519e-18,294,8.23618719413592e-17
"154","hsa04145","Phagosome - Homo sapiens (human)",3.99473344615751e-18,100,8.41390732096926e-17
"106","hsa03050","Proteasome - Homo sapiens (human)",2.43127799096718e-15,39,4.81965107621141e-14
"327","hsa05017","Spinocerebellar ataxia - Homo sapiens (human)",1.9998925632181e-14,111,3.74424329891388e-13
"244","hsa04723","Retrograde endocannabinoid signaling - Homo sapiens (human)",3.26098328366653e-14,108,5.78395456102959e-13
"236","hsa04966","Collecting duct acid secretion - Homo sapiens (human)",3.41992849263808e-13,23,5.76257951009516e-12
"170","hsa04530","Tight junction - Homo sapiens (human)",5.16706744165419e-12,163,8.29191298970221e-11
"47","hsa00310","Lysine degradation - Homo sapiens (human)",1.64552882068129e-11,61,2.52065096622542e-10
"301","hsa05132","Salmonella infection - Homo sapiens (human)",3.44008490961123e-11,201,5.04047223712602e-10
"152","hsa04514","Cell adhesion molecules - Homo sapiens (human)",8.3942629466762e-10,82,1.17869442209578e-08
"162","hsa04210","Apoptosis - Homo sapiens (human)",2.9245775702781e-09,131,3.94233056473488e-08
"298","hsa05110","Vibrio cholerae infection - Homo sapiens (human)",7.98197240518764e-09,41,1.03458642328778e-07
"174","hsa04810","Regulation of actin cytoskeleton - Homo sapiens (human)",8.84240173774306e-09,227,1.1036627354146e-07
"219","hsa04260","Cardiac muscle contraction - Homo sapiens (human)",1.35637908507406e-08,80,1.632499113107e-07
"299","hsa05120","Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)",2.07780676971951e-08,70,2.41455476343267e-07
"300","hsa05130","Pathogenic Escherichia coli infection - Homo sapiens (human)",6.83388685249305e-08,186,7.67673289763386e-07
"168","hsa04510","Focal adhesion - Homo sapiens (human)",1.32737975207053e-07,200,1.4429902466057e-06
"103","hsa04130","SNARE interactions in vesicular transport - Homo sapiens (human)",2.0742706384934e-07,20,2.18446626616336e-06
"184","hsa04650","Natural killer cell mediated cytotoxicity - Homo sapiens (human)",2.19987154041566e-06,119,2.24653548218205e-05
"147","hsa04150","mTOR signaling pathway - Homo sapiens (human)",6.43894752734125e-06,151,6.38213328445294e-05
"193","hsa04670","Leukocyte transendothelial migration - Homo sapiens (human)",2.29376293458051e-05,107,0.000220856602558181
"303","hsa05135","Yersinia infection - Homo sapiens (human)",2.49809162765229e-05,131,0.000233849132921895
"125","hsa04015","Rap1 signaling pathway - Homo sapiens (human)",0.000145222226221599,188,0.00132269973612646
"317","hsa05323","Rheumatoid arthritis - Homo sapiens (human)",0.000182548856531935,71,0.00161892012240163
"112","hsa03440","Homologous recombination - Homo sapiens (human)",0.000268697105243895,19,0.00232181857608186
"153","hsa04144","Endocytosis - Homo sapiens (human)",0.00029335609190041,129,0.00247152507426095
"169","hsa04520","Adherens junction - Homo sapiens (human)",0.000304147583149531,85,0.00249994476881444
"163","hsa04215","Apoptosis - multiple species - Homo sapiens (human)",0.000433927928617768,29,0.00348175504629019
"308","hsa05100","Bacterial invasion of epithelial cells - Homo sapiens (human)",0.000553243608956671,75,0.00429110287295156
"234","hsa04961","Endocrine and other factor-regulated calcium reabsorption - Homo sapiens (human)",0.000560262689643527,40,0.00429110287295156
"186","hsa04660","T cell receptor signaling pathway - Homo sapiens (human)",0.000588049886531951,102,0.0044038402613615
"197","hsa04910","Insulin signaling pathway - Homo sapiens (human)",0.000651895774509058,136,0.00477584513064245
"191","hsa04664","Fc epsilon RI signaling pathway - Homo sapiens (human)",0.000758034166827433,62,0.00543526626001798
"307","hsa05152","Tuberculosis - Homo sapiens (human)",0.00084295256054592,144,0.00591822943549948
"287","hsa05170","Human immunodeficiency virus 1 infection - Homo sapiens (human)",0.00095749982417673,176,0.00658525389280731
