"","pathway.code","pathway.name","p.value","Annotated","adj_p.value"
"326","hsa05016","Huntington disease - Homo sapiens (human)",3.44718057211387e-91,274,1.16169985280237e-88
"325","hsa05014","Amyotrophic lateral sclerosis - Homo sapiens (human)",1.16908949462276e-81,292,1.96991579843936e-79
"328","hsa05020","Prion disease - Homo sapiens (human)",3.87187874844572e-76,260,4.34941046075403e-74
"329","hsa05022","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)",1.87327735874688e-75,439,1.57823617474425e-73
"324","hsa05012","Parkinson disease - Homo sapiens (human)",1.03725277795012e-69,234,6.99108372338379e-68
"23","hsa00190","Oxidative phosphorylation - Homo sapiens (human)",5.3380119350692e-68,125,2.9981833701972e-66
"323","hsa05010","Alzheimer disease - Homo sapiens (human)",3.57321036168803e-63,348,1.72024555984124e-61
"340","hsa05415","Diabetic cardiomyopathy - Homo sapiens (human)",3.31874219531258e-33,187,1.39802014977542e-31
"264","hsa05208","Chemical carcinogenesis - reactive oxygen species - Homo sapiens (human)",6.45314166822489e-30,202,2.41634304687977e-28
"346","hsa04932","Non-alcoholic fatty liver disease - Homo sapiens (human)",1.80379641014877e-28,149,6.07879390220137e-27
"245","hsa04721","Synaptic vesicle cycle - Homo sapiens (human)",2.07584998577007e-24,44,6.3596495018592e-23
"122","hsa04010","MAPK signaling pathway - Homo sapiens (human)",5.15040426818472e-24,294,1.44640519864854e-22
"257","hsa04714","Thermogenesis - Homo sapiens (human)",5.5555255853321e-21,180,1.44016317096686e-19
"251","hsa04360","Axon guidance - Homo sapiens (human)",1.64144052899392e-20,168,3.9511818447925e-19
"154","hsa04145","Phagosome - Homo sapiens (human)",1.40506169804933e-18,100,3.1567052816175e-17
"173","hsa04814","Motor proteins - Homo sapiens (human)",1.80433392659277e-16,101,3.80037833288602e-15
"106","hsa03050","Proteasome - Homo sapiens (human)",9.73281819398816e-16,39,1.92938807727883e-14
"162","hsa04210","Apoptosis - Homo sapiens (human)",5.46554550712762e-15,131,1.02327157550112e-13
"244","hsa04723","Retrograde endocannabinoid signaling - Homo sapiens (human)",2.09833919650522e-14,108,3.72179110116979e-13
"327","hsa05017","Spinocerebellar ataxia - Homo sapiens (human)",3.47720420348079e-14,111,5.85908908286514e-13
"236","hsa04966","Collecting duct acid secretion - Homo sapiens (human)",5.31606929525974e-14,23,8.5310254881073e-13
"301","hsa05132","Salmonella infection - Homo sapiens (human)",7.23359416987536e-13,201,1.10805510693091e-11
"47","hsa00310","Lysine degradation - Homo sapiens (human)",4.76359583239521e-12,61,6.97970345877037e-11
"299","hsa05120","Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)",5.64367679089703e-10,70,7.92466282721791e-09
"174","hsa04810","Regulation of actin cytoskeleton - Homo sapiens (human)",3.53167177749022e-09,227,4.76069355605682e-08
"147","hsa04150","mTOR signaling pathway - Homo sapiens (human)",1.51935301548451e-08,151,1.96931525468569e-07
"298","hsa05110","Vibrio cholerae infection - Homo sapiens (human)",3.41565207917581e-08,41,4.26323981734166e-07
"103","hsa04130","SNARE interactions in vesicular transport - Homo sapiens (human)",4.666535535061e-08,20,5.61650884041271e-07
"152","hsa04514","Cell adhesion molecules - Homo sapiens (human)",8.57427033029438e-08,82,9.96389345279036e-07
"170","hsa04530","Tight junction - Homo sapiens (human)",1.07215430411344e-07,163,1.20438666828743e-06
"300","hsa05130","Pathogenic Escherichia coli infection - Homo sapiens (human)",2.10476840577016e-07,186,2.28808694433724e-06
"287","hsa05170","Human immunodeficiency virus 1 infection - Homo sapiens (human)",3.61708576554259e-07,176,3.80924344683704e-06
"246","hsa04722","Neurotrophin signaling pathway - Homo sapiens (human)",1.10639805233094e-06,119,1.12986710192583e-05
"124","hsa04014","Ras signaling pathway - Homo sapiens (human)",2.26170118601499e-06,209,2.24174499907956e-05
"303","hsa05135","Yersinia infection - Homo sapiens (human)",3.61062396373258e-06,131,3.47651507365108e-05
"183","hsa04625","C-type lectin receptor signaling pathway - Homo sapiens (human)",4.43712859955188e-06,89,4.1536453834694e-05
"125","hsa04015","Rap1 signaling pathway - Homo sapiens (human)",5.16477135075476e-06,188,4.70412958163339e-05
"163","hsa04215","Apoptosis - multiple species - Homo sapiens (human)",5.69572432098763e-06,29,5.05120814782324e-05
"307","hsa05152","Tuberculosis - Homo sapiens (human)",6.05241263537093e-06,144,5.22990527723077e-05
"219","hsa04260","Cardiac muscle contraction - Homo sapiens (human)",9.05070982272498e-06,80,7.6252230256458e-05
"184","hsa04650","Natural killer cell mediated cytotoxicity - Homo sapiens (human)",1.28687788875828e-05,119,0.000105775085002815
"186","hsa04660","T cell receptor signaling pathway - Homo sapiens (human)",1.45524856688411e-05,102,0.000116766373104749
"335","hsa05417","Lipid and atherosclerosis - Homo sapiens (human)",2.24201066379574e-05,198,0.000175711068302131
"269","hsa05210","Colorectal cancer - Homo sapiens (human)",4.03774985972678e-05,82,0.000309254932438165
"168","hsa04510","Focal adhesion - Homo sapiens (human)",7.22540150119351e-05,200,0.000541102290200492
"178","hsa04613","Neutrophil extracellular trap formation - Homo sapiens (human)",8.40143326911045e-05,93,0.000615496306889179
"13","hsa00051","Fructose and mannose metabolism - Homo sapiens (human)",0.000112943591496601,32,0.000809829581582014
"112","hsa03440","Homologous recombination - Homo sapiens (human)",0.000133887714275592,19,0.000926694013236418
"197","hsa04910","Insulin signaling pathway - Homo sapiens (human)",0.000134741859491349,136,0.000926694013236418
"157","hsa04140","Autophagy - animal - Homo sapiens (human)",0.000174228599943259,137,0.00117430076361757
"279","hsa05211","Renal cell carcinoma - Homo sapiens (human)",0.000204422045352201,66,0.00135078880948415
"242","hsa04720","Long-term potentiation - Homo sapiens (human)",0.00023069093638989,67,0.00149505472237294
"190","hsa04662","B cell receptor signaling pathway - Homo sapiens (human)",0.000237670203544777,79,0.00151122374706773
"317","hsa05323","Rheumatoid arthritis - Homo sapiens (human)",0.000297008974295912,71,0.00185355600625412
"191","hsa04664","Fc epsilon RI signaling pathway - Homo sapiens (human)",0.000318720545209006,62,0.00195288770428064
"123","hsa04012","ErbB signaling pathway - Homo sapiens (human)",0.000346461399664235,84,0.0020849552086937
"167","hsa04218","Cellular senescence - Homo sapiens (human)",0.000366336081915709,128,0.00216588174746656
"169","hsa04520","Adherens junction - Homo sapiens (human)",0.00038834687643528,85,0.00225642926480499
"142","hsa04071","Sphingolipid signaling pathway - Homo sapiens (human)",0.000398911320928349,107,0.0022785273754721
"161","hsa04114","Oocyte meiosis - Homo sapiens (human)",0.000480948378685307,119,0.00270132672694914
"102","hsa04141","Protein processing in endoplasmic reticulum - Homo sapiens (human)",0.000723800005375999,71,0.00399869839035593
"153","hsa04144","Endocytosis - Homo sapiens (human)",0.000752634855787017,129,0.00409093461935846
"132","hsa04370","VEGF signaling pathway - Homo sapiens (human)",0.000818200543029494,56,0.00437672353969745
"193","hsa04670","Leukocyte transendothelial migration - Homo sapiens (human)",0.0011664836579207,107,0.00614226551123867
"273","hsa05214","Glioma - Homo sapiens (human)",0.00122943999560626,75,0.00637417351568169
"240","hsa04728","Dopaminergic synapse - Homo sapiens (human)",0.0016982434669563,120,0.00867133406612533
"282","hsa05213","Endometrial cancer - Homo sapiens (human)",0.00177676719357708,57,0.00893687379455933
"342","hsa04930","Type II diabetes mellitus - Homo sapiens (human)",0.00184654416511742,45,0.00915125564183191
"304","hsa05133","Pertussis - Homo sapiens (human)",0.00196131792647846,69,0.00957919045251073
"266","hsa05230","Central carbon metabolism in cancer - Homo sapiens (human)",0.00201323650441861,64,0.00969229574270101
"278","hsa05218","Melanoma - Homo sapiens (human)",0.0023619905749434,72,0.0112111383627595
"285","hsa05223","Non-small cell lung cancer - Homo sapiens (human)",0.00243087742079214,70,0.0113778568167632
"234","hsa04961","Endocrine and other factor-regulated calcium reabsorption - Homo sapiens (human)",0.0025995823401494,40,0.0120008116250732
"203","hsa04912","GnRH signaling pathway - Homo sapiens (human)",0.00274478788008111,90,0.0124999123728018
"341","hsa05416","Viral myocarditis - Homo sapiens (human)",0.00326188482931145,30,0.0146567358330394
"206","hsa04914","Progesterone-mediated oocyte maturation - Homo sapiens (human)",0.00388667450458035,89,0.0172343330005734
"295","hsa05167","Kaposi sarcoma-associated herpesvirus infection - Homo sapiens (human)",0.00394240758760006,181,0.0172544332080678
"311","hsa05145","Toxoplasmosis - Homo sapiens (human)",0.00419411316716406,97,0.018120719709414
"233","hsa04960","Aldosterone-regulated sodium reabsorption - Homo sapiens (human)",0.00519228985657392,36,0.0221493883755115
"252","hsa04380","Osteoclast differentiation - Homo sapiens (human)",0.00534347520231486,126,0.0225093892897514
"348","hsa04933","AGE-RAGE signaling pathway in diabetic complications - Homo sapiens (human)",0.00563566505485414,97,0.0234471496726648
"159","hsa04137","Mitophagy - animal - Homo sapiens (human)",0.0064119732042358,52,0.0263516459735057
"136","hsa04668","TNF signaling pathway - Homo sapiens (human)",0.00736132204116396,107,0.0298887412996657
"270","hsa05212","Pancreatic cancer - Homo sapiens (human)",0.00844196142506135,76,0.03386834524102
"305","hsa05134","Legionellosis - Homo sapiens (human)",0.00875198484454127,47,0.0346990457954166
"297","hsa05165","Human papillomavirus infection - Homo sapiens (human)",0.010234470598328,302,0.0401048440887971
"131","hsa04392","Hippo signaling pathway - multiple species - Homo sapiens (human)",0.0105190581989996,5,0.0407462369317569
"114","hsa03460","Fanconi anemia pathway - Homo sapiens (human)",0.0111162536679504,9,0.0425701987056738
"171","hsa04540","Gap junction - Homo sapiens (human)",0.0127598282636129,86,0.0483153047734557
"331","hsa05031","Amphetamine addiction - Homo sapiens (human)",0.0145863452033291,63,0.0546177592613545
"283","hsa05224","Breast cancer - Homo sapiens (human)",0.0154811319141304,145,0.0573312247809005
"192","hsa04666","Fc gamma R-mediated phagocytosis - Homo sapiens (human)",0.0157492449058914,92,0.0576901688400587
"308","hsa05100","Bacterial invasion of epithelial cells - Homo sapiens (human)",0.0180412328573668,75,0.0653752201390602
"296","hsa05169","Epstein-Barr virus infection - Homo sapiens (human)",0.0195330495755685,170,0.0700280607124105
"267","hsa05231","Choline metabolism in cancer - Homo sapiens (human)",0.0200882758676732,84,0.070624139948206
"286","hsa05166","Human T-cell leukemia virus 1 infection - Homo sapiens (human)",0.0201184493621002,176,0.070624139948206
"336","hsa05418","Fluid shear stress and atherosclerosis - Homo sapiens (human)",0.0212746989415919,126,0.0739131293125411
"166","hsa04115","p53 signaling pathway - Homo sapiens (human)",0.0221002154468791,72,0.0759976796489619
"198","hsa04922","Glucagon signaling pathway - Homo sapiens (human)",0.0225391633076191,95,0.0767242225724004
"294","hsa05163","Human cytomegalovirus infection - Homo sapiens (human)",0.0288960362924162,209,0.0973796423054424
"17","hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)",0.0292569593294444,44,0.0976197553863641
"202","hsa04929","GnRH secretion - Homo sapiens (human)",0.0297482437283661,48,0.0982858640829351
"137","hsa04066","HIF-1 signaling pathway - Homo sapiens (human)",0.031595366968533,103,0.10337513270287
"239","hsa04725","Cholinergic synapse - Homo sapiens (human)",0.0336310097286035,93,0.108977406524417
"160","hsa04110","Cell cycle - Homo sapiens (human)",0.0340288512283454,137,0.109216408228118
"261","hsa05205","Proteoglycans in cancer - Homo sapiens (human)",0.040829629405196,181,0.129807406693878
"95","hsa03040","Spliceosome - Homo sapiens (human)",0.0413744618972143,11,0.130310221115526
"280","hsa05219","Bladder cancer - Homo sapiens (human)",0.0451829546222385,40,0.140987552849022
"306","hsa05150","Staphylococcus aureus infection - Homo sapiens (human)",0.046270078777135,33,0.143055197687106
"185","hsa04612","Antigen processing and presentation - Homo sapiens (human)",0.0486018148028995,50,0.148898287168883
"165","hsa04217","Necroptosis - Homo sapiens (human)",0.0494752539862922,105,0.14954268433403
"209","hsa04926","Relaxin signaling pathway - Homo sapiens (human)",0.0496996458320812,117,0.14954268433403
"250","hsa04750","Inflammatory mediator regulation of TRP channels - Homo sapiens (human)",0.0520882243582911,81,0.154411794176929
"189","hsa04657","IL-17 signaling pathway - Homo sapiens (human)",0.052234256783887,65,0.154411794176929
"139","hsa04020","Calcium signaling pathway - Homo sapiens (human)",0.0560613478300477,214,0.164284123641096
"118","hsa03265","Virion - Ebolavirus and Lyssavirus - Homo sapiens (human)",0.0580461354415075,3,0.168634031411966
"113","hsa03450","Non-homologous end-joining - Homo sapiens (human)",0.0607142846646161,3,0.17344556117986
"109","hsa03410","Base excision repair - Homo sapiens (human)",0.0607316801757375,6,0.17344556117986
"107","hsa03018","RNA degradation - Homo sapiens (human)",0.061425808996955,24,0.173953761613225
