"","pathway.code","pathway.name","p.value","Annotated","adj_p.value"
"325","hsa05014","Amyotrophic lateral sclerosis - Homo sapiens (human)",5.20903785098588e-64,292,1.75544575578224e-61
"326","hsa05016","Huntington disease - Homo sapiens (human)",6.97392834464954e-62,274,1.17510692607345e-59
"328","hsa05020","Prion disease - Homo sapiens (human)",8.32762459392545e-43,260,9.35469829384292e-41
"324","hsa05012","Parkinson disease - Homo sapiens (human)",5.59617227273096e-41,234,4.71477513977583e-39
"23","hsa00190","Oxidative phosphorylation - Homo sapiens (human)",2.0687714575267e-37,125,1.394351962373e-35
"329","hsa05022","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)",4.30529271915117e-35,439,2.4181394105899e-33
"173","hsa04814","Motor proteins - Homo sapiens (human)",8.51451885900693e-28,101,4.09913265069334e-26
"323","hsa05010","Alzheimer disease - Homo sapiens (human)",2.51074099510746e-22,348,1.05764964418902e-20
"257","hsa04714","Thermogenesis - Homo sapiens (human)",7.93819569784101e-17,180,2.97241327796936e-15
"106","hsa03050","Proteasome - Homo sapiens (human)",3.07471457446051e-15,39,1.03617881159319e-13
"10","hsa00020","Citrate cycle (TCA cycle) - Homo sapiens (human)",2.22971137315278e-13,29,6.83102484320442e-12
"327","hsa05017","Spinocerebellar ataxia - Homo sapiens (human)",8.25094423761688e-12,111,2.31714017339741e-10
"44","hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)",9.77834513981306e-12,51,2.53484793239769e-10
"160","hsa04110","Cell cycle - Homo sapiens (human)",1.76543080692836e-10,137,4.24964415667755e-09
"236","hsa04966","Collecting duct acid secretion - Homo sapiens (human)",2.56255844530421e-10,23,5.71633528133334e-09
"340","hsa05415","Diabetic cardiomyopathy - Homo sapiens (human)",2.7139870771909e-10,187,5.71633528133334e-09
"245","hsa04721","Synaptic vesicle cycle - Homo sapiens (human)",3.27164893401465e-09,44,6.48556288684081e-08
"244","hsa04723","Retrograde endocannabinoid signaling - Homo sapiens (human)",2.09645039470252e-08,108,3.9250210167486e-07
"154","hsa04145","Phagosome - Homo sapiens (human)",1.44934403724724e-07,100,2.57067863448589e-06
"301","hsa05132","Salmonella infection - Homo sapiens (human)",1.54146053540912e-07,201,2.59736100216437e-06
"255","hsa04710","Circadian rhythm - Homo sapiens (human)",2.11996956477564e-07,33,3.40204639680662e-06
"219","hsa04260","Cardiac muscle contraction - Homo sapiens (human)",4.00698745496024e-07,80,6.13797623782546e-06
"298","hsa05110","Vibrio cholerae infection - Homo sapiens (human)",6.8379341141948e-07,41,1.00190599847115e-05
"346","hsa04932","Non-alcoholic fatty liver disease - Homo sapiens (human)",7.51698920297436e-07,149,1.01471047516123e-05
"161","hsa04114","Oocyte meiosis - Homo sapiens (human)",7.52752578012783e-07,119,1.01471047516123e-05
"232","hsa04962","Vasopressin-regulated water reabsorption - Homo sapiens (human)",6.02782361933393e-06,36,7.81298676813667e-05
"78","hsa00760","Nicotinate and nicotinamide metabolism - Homo sapiens (human)",9.21945094492545e-06,34,0.000115072406238514
"196","hsa04911","Insulin secretion - Homo sapiens (human)",1.03366374453207e-05,70,0.000124408814966895
"211","hsa04918","Thyroid hormone synthesis - Homo sapiens (human)",1.13658681283594e-05,58,0.000132079226181279
"108","hsa03030","DNA replication - Homo sapiens (human)",1.26671062978812e-05,7,0.000142293827412865
"231","hsa04978","Mineral absorption - Homo sapiens (human)",1.50524959529244e-05,12,0.000163635197939855
"42","hsa00250","Alanine, aspartate and glutamate metabolism - Homo sapiens (human)",1.83769933145437e-05,35,0.000193532710843788
"264","hsa05208","Chemical carcinogenesis - reactive oxygen species - Homo sapiens (human)",2.3949347730585e-05,202,0.000244573641975974
"198","hsa04922","Glucagon signaling pathway - Homo sapiens (human)",3.20370521119707e-05,95,0.000317543722403945
