"","pathway.code","pathway.name","p.value","Annotated","adj_p.value"
"325","hsa05014","Amyotrophic lateral sclerosis - Homo sapiens (human)",2.66366311064136e-66,292,8.9765446828614e-64
"326","hsa05016","Huntington disease - Homo sapiens (human)",1.26204682474582e-63,274,2.12654889969671e-61
"328","hsa05020","Prion disease - Homo sapiens (human)",3.62743408605108e-45,260,4.07481762333071e-43
"324","hsa05012","Parkinson disease - Homo sapiens (human)",1.30156262574288e-42,234,1.09656651218838e-40
"23","hsa00190","Oxidative phosphorylation - Homo sapiens (human)",1.50833309306419e-37,125,1.01661650472526e-35
"329","hsa05022","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)",7.85686121858026e-36,439,4.41293705110258e-34
"173","hsa04814","Motor proteins - Homo sapiens (human)",3.88263084058975e-29,101,1.86920941896964e-27
"323","hsa05010","Alzheimer disease - Homo sapiens (human)",4.1723640026857e-24,348,1.75760833613135e-22
"106","hsa03050","Proteasome - Homo sapiens (human)",6.75590043333938e-19,39,2.52970938448374e-17
"257","hsa04714","Thermogenesis - Homo sapiens (human)",5.43327271625796e-16,180,1.83101290537893e-14
"10","hsa00020","Citrate cycle (TCA cycle) - Homo sapiens (human)",2.02574334025895e-13,29,6.2061409606115e-12
"327","hsa05017","Spinocerebellar ataxia - Homo sapiens (human)",9.55505283159376e-13,111,2.68337733687258e-11
"44","hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)",4.35200996628577e-12,51,1.12817489126023e-10
"236","hsa04966","Collecting duct acid secretion - Homo sapiens (human)",5.62216597061772e-12,23,1.35333566578441e-10
"248","hsa04740","Olfactory transduction - Homo sapiens (human)",7.07963008406703e-12,118,1.59055689222039e-10
"340","hsa05415","Diabetic cardiomyopathy - Homo sapiens (human)",1.78458290130079e-09,187,3.75877773586479e-08
"154","hsa04145","Phagosome - Homo sapiens (human)",3.99251461117884e-09,100,7.91457308216041e-08
"160","hsa04110","Cell cycle - Homo sapiens (human)",4.57623324106547e-09,137,8.56772556799479e-08
"198","hsa04922","Glucagon signaling pathway - Homo sapiens (human)",1.98247555943043e-08,95,3.51628559751608e-07
"298","hsa05110","Vibrio cholerae infection - Homo sapiens (human)",1.73608387313697e-07,41,2.9253013262358e-06
"301","hsa05132","Salmonella infection - Homo sapiens (human)",3.06259461953122e-07,201,4.73843679516261e-06
"245","hsa04721","Synaptic vesicle cycle - Homo sapiens (human)",3.09334152799933e-07,44,4.73843679516261e-06
"244","hsa04723","Retrograde endocannabinoid signaling - Homo sapiens (human)",5.11128243674858e-07,108,7.48913991819248e-06
"219","hsa04260","Cardiac muscle contraction - Homo sapiens (human)",7.22412363472204e-07,80,1.01438736037555e-05
"255","hsa04710","Circadian rhythm - Homo sapiens (human)",9.24240761305158e-07,33,1.24587654623935e-05
"161","hsa04114","Oocyte meiosis - Homo sapiens (human)",2.12033366453178e-06,119,2.74827863441235e-05
"78","hsa00760","Nicotinate and nicotinamide metabolism - Homo sapiens (human)",2.4081108232916e-06,34,3.00567906462692e-05
"346","hsa04932","Non-alcoholic fatty liver disease - Homo sapiens (human)",4.58747118653589e-06,149,5.52134924950926e-05
"108","hsa03030","DNA replication - Homo sapiens (human)",2.22905996039666e-05,7,0.000259032140225404
"264","hsa05208","Chemical carcinogenesis - reactive oxygen species - Homo sapiens (human)",2.7389557704693e-05,202,0.000307676031549385
"196","hsa04911","Insulin secretion - Homo sapiens (human)",3.14273941723591e-05,70,0.000341646188260807
"232","hsa04962","Vasopressin-regulated water reabsorption - Homo sapiens (human)",4.10988466903986e-05,36,0.000422347969973269
"231","hsa04978","Mineral absorption - Homo sapiens (human)",4.13575163475308e-05,12,0.000422347969973269
"42","hsa00250","Alanine, aspartate and glutamate metabolism - Homo sapiens (human)",4.37151517610971e-05,35,0.000433294298337933
"158","hsa04136","Autophagy - other - Homo sapiens (human)",4.82896428353093e-05,31,0.000464960275299979
"211","hsa04918","Thyroid hormone synthesis - Homo sapiens (human)",5.37612188999019e-05,58,0.000503264743590748
"242","hsa04720","Long-term potentiation - Homo sapiens (human)",7.04290137430671e-05,67,0.000641475071119287
"99","hsa03015","mRNA surveillance pathway - Homo sapiens (human)",8.83982882125028e-05,56,0.000783953240200354
"235","hsa04964","Proximal tubule bicarbonate reclamation - Homo sapiens (human)",0.000230212777122138,16,0.00198927451000411
"107","hsa03018","RNA degradation - Homo sapiens (human)",0.000371310471756553,24,0.00308369378037494
"331","hsa05031","Amphetamine addiction - Homo sapiens (human)",0.000383753383960622,63,0.00308369378037494
"102","hsa04141","Protein processing in endoplasmic reticulum - Homo sapiens (human)",0.000384317919215868,71,0.00308369378037494
"11","hsa00030","Pentose phosphate pathway - Homo sapiens (human)",0.000540586595162965,29,0.0042366902923237
"144","hsa04022","cGMP-PKG signaling pathway - Homo sapiens (human)",0.000889144806969398,148,0.00678556100159876
"19","hsa00630","Glyoxylate and dicarboxylate metabolism - Homo sapiens (human)",0.000906083813269865,30,0.00678556100159876
"240","hsa04728","Dopaminergic synapse - Homo sapiens (human)",0.000930775676152805,120,0.00681894354051077
"217","hsa04925","Aldosterone synthesis and secretion - Homo sapiens (human)",0.00105940903247523,80,0.00747997689732236
"170","hsa04530","Tight junction - Homo sapiens (human)",0.00106539730288271,163,0.00747997689732236
"237","hsa04724","Glutamatergic synapse - Homo sapiens (human)",0.00126274001386235,77,0.00868455887084922
"286","hsa05166","Human T-cell leukemia virus 1 infection - Homo sapiens (human)",0.0013593231661467,176,0.00916183813982878
"98","hsa03013","Nucleocytoplasmic transport - Homo sapiens (human)",0.00138842501083919,12,0.0091744946794668
"164","hsa04216","Ferroptosis - Homo sapiens (human)",0.00160865680926516,28,0.0104253335523531
"300","hsa05130","Pathogenic Escherichia coli infection - Homo sapiens (human)",0.00181702507068138,186,0.0115535367701816
"83","hsa00670","One carbon pool by folate - Homo sapiens (human)",0.0022294104404453,19,0.0136597390455509
"70","hsa00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human)",0.00223231461330978,18,0.0136597390455509
"9","hsa00010","Glycolysis / Gluconeogenesis - Homo sapiens (human)",0.00228380646770735,65,0.0136597390455509
"54","hsa00400","Phenylalanine, tyrosine and tryptophan biosynthesis - Homo sapiens (human)",0.00231040096616142,6,0.0136597390455509
"333","hsa05033","Nicotine addiction - Homo sapiens (human)",0.00236573132956772,10,0.0137457147942124
"18","hsa00620","Pyruvate metabolism - Homo sapiens (human)",0.00249508088522606,47,0.014251563700359
"208","hsa04921","Oxytocin signaling pathway - Homo sapiens (human)",0.00354678485216224,138,0.0199211082529779
"238","hsa04727","GABAergic synapse - Homo sapiens (human)",0.00458974317663784,53,0.0253564500086386
"157","hsa04140","Autophagy - animal - Homo sapiens (human)",0.00604737885639737,137,0.0328704302355793
"89","hsa00524","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)",0.00614527977029292,5,0.0328723695649002
"29","hsa00100","Steroid biosynthesis - Homo sapiens (human)",0.00661134271921072,17,0.034812851505844
"223","hsa04971","Gastric acid secretion - Homo sapiens (human)",0.00695482254639392,66,0.0360580799713039
"104","hsa04120","Ubiquitin mediated proteolysis - Homo sapiens (human)",0.00766073189055605,72,0.0391161613199604
"308","hsa05100","Bacterial invasion of epithelial cells - Homo sapiens (human)",0.00792115241769068,75,0.0398422143994293
"256","hsa04713","Circadian entrainment - Homo sapiens (human)",0.00858390679807352,85,0.0425408322198644
"95","hsa03040","Spliceosome - Homo sapiens (human)",0.00933953632288474,11,0.0456148368233646
"169","hsa04520","Adherens junction - Homo sapiens (human)",0.012202192522261,85,0.0587448411428849
"75","hsa00730","Thiamine metabolism - Homo sapiens (human)",0.0168855106487202,15,0.0801467195580099
"206","hsa04914","Progesterone-mediated oocyte maturation - Homo sapiens (human)",0.0185736352218077,89,0.0869349315242942
"48","hsa00220","Arginine biosynthesis - Homo sapiens (human)",0.0200060554903335,16,0.0923567219211288
"60","hsa00480","Glutathione metabolism - Homo sapiens (human)",0.0209083082383298,54,0.0952175658961775
"40","hsa00230","Purine metabolism - Homo sapiens (human)",0.0241984653712557,121,0.108731771068176
"26","hsa00061","Fatty acid biosynthesis - Homo sapiens (human)",0.0246136055349415,17,0.109141908753622
"58","hsa00450","Selenocompound metabolism - Homo sapiens (human)",0.0256727375701173,17,0.112359903391292
"101","hsa03060","Protein export - Homo sapiens (human)",0.0311132163058747,1,0.134114961269525
"16","hsa00500","Starch and sucrose metabolism - Homo sapiens (human)",0.0314394122857342,32,0.134114961269525
"46","hsa00290","Valine, leucine and isoleucine biosynthesis - Homo sapiens (human)",0.031886091640617,4,0.134320161036099
"97","hsa00970","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)",0.0332857719716211,7,0.138485248820201
"218","hsa04927","Cortisol synthesis and secretion - Homo sapiens (human)",0.0363727760230972,53,0.149483238046144
"299","hsa05120","Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)",0.0421672143275011,70,0.171209050944191
"330","hsa05030","Cocaine addiction - Homo sapiens (human)",0.0432979163497121,42,0.173707116783964
"239","hsa04725","Cholinergic synapse - Homo sapiens (human)",0.0439521818813647,93,0.174257474047293
"105","hsa04122","Sulfur relay system - Homo sapiens (human)",0.0469667761171335,6,0.182569647018395
"94","hsa03022","Basal transcription factors - Homo sapiens (human)",0.0473592815249234,4,0.182569647018395
"112","hsa03440","Homologous recombination - Homo sapiens (human)",0.0476739731086611,19,0.182569647018395
"266","hsa05230","Central carbon metabolism in cancer - Homo sapiens (human)",0.0517130933849437,64,0.195812499671079
"171","hsa04540","Gap junction - Homo sapiens (human)",0.0606647414230906,86,0.22715575399535
"45","hsa00280","Valine, leucine and isoleucine degradation - Homo sapiens (human)",0.0620443487363262,48,0.228207694495514
"80","hsa00780","Biotin metabolism - Homo sapiens (human)",0.0623000234231078,1,0.228207694495514
"167","hsa04218","Cellular senescence - Homo sapiens (human)",0.0714703932996918,128,0.258984113354797
"251","hsa04360","Axon guidance - Homo sapiens (human)",0.0724166901916325,168,0.259621538240214
"52","hsa00360","Phenylalanine metabolism - Homo sapiens (human)",0.0800324574564438,16,0.281843921633835
"43","hsa00260","Glycine, serine and threonine metabolism - Homo sapiens (human)",0.0802878827206176,38,0.281843921633835
"220","hsa04261","Adrenergic signaling in cardiomyocytes - Homo sapiens (human)",0.100513674264227,137,0.349207301309738
"13","hsa00051","Fructose and mannose metabolism - Homo sapiens (human)",0.115689332960164,32,0.397829644975257
"17","hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)",0.121410690777054,44,0.413286896887547
"137","hsa04066","HIF-1 signaling pathway - Homo sapiens (human)",0.122744601629417,103,0.413649307491134
"224","hsa04972","Pancreatic secretion - Homo sapiens (human)",0.12526449096854,73,0.41796171739008
"59","hsa00470","D-Amino acid metabolism - Homo sapiens (human)",0.135665878110961,5,0.448229420817588
"192","hsa04666","Fc gamma R-mediated phagocytosis - Homo sapiens (human)",0.13714751568095,92,0.448725366839614
