"","pathway.code","pathway.name","p.value","Annotated","adj_p.value"
"325","hsa05014","Amyotrophic lateral sclerosis - Homo sapiens (human)",5.19091600887395e-66,292,1.74933869499052e-63
"326","hsa05016","Huntington disease - Homo sapiens (human)",5.43068689607023e-64,274,9.15070741987833e-62
"328","hsa05020","Prion disease - Homo sapiens (human)",1.08868509277552e-43,260,1.22295625421783e-41
"324","hsa05012","Parkinson disease - Homo sapiens (human)",6.5699591024995e-42,234,5.53519054385583e-40
"23","hsa00190","Oxidative phosphorylation - Homo sapiens (human)",1.24388028816007e-37,125,8.38375314219889e-36
"329","hsa05022","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)",3.26300454677129e-36,439,1.83272088710321e-34
"173","hsa04814","Motor proteins - Homo sapiens (human)",3.67421011920303e-28,101,1.76886972881632e-26
"323","hsa05010","Alzheimer disease - Homo sapiens (human)",4.98470901218481e-23,348,2.09980867138285e-21
"106","hsa03050","Proteasome - Homo sapiens (human)",1.0724194218392e-17,39,4.0156149462201e-16
"257","hsa04714","Thermogenesis - Homo sapiens (human)",4.35619891052305e-16,180,1.46803903284627e-14
"10","hsa00020","Citrate cycle (TCA cycle) - Homo sapiens (human)",3.59245709272134e-13,29,1.0358001120289e-11
"248","hsa04740","Olfactory transduction - Homo sapiens (human)",3.68830900425721e-13,118,1.0358001120289e-11
"327","hsa05017","Spinocerebellar ataxia - Homo sapiens (human)",5.1084027027575e-13,111,1.32425516217637e-11
"44","hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)",3.49042819056537e-12,51,8.40195928728949e-11
"236","hsa04966","Collecting duct acid secretion - Homo sapiens (human)",7.35033826344275e-11,23,1.65137599652014e-09
"340","hsa05415","Diabetic cardiomyopathy - Homo sapiens (human)",9.13018074612347e-11,187,1.92304431965226e-09
"245","hsa04721","Synaptic vesicle cycle - Homo sapiens (human)",1.02904179120396e-09,44,2.03992402138667e-08
"160","hsa04110","Cell cycle - Homo sapiens (human)",7.75207250875593e-09,137,1.45136024191708e-07
"244","hsa04723","Retrograde endocannabinoid signaling - Homo sapiens (human)",8.65592240460828e-09,108,1.53528728965947e-07
"255","hsa04710","Circadian rhythm - Homo sapiens (human)",2.08535912098885e-08,33,3.51383011886621e-07
"154","hsa04145","Phagosome - Homo sapiens (human)",1.68041842146146e-07,100,2.66107725968366e-06
"219","hsa04260","Cardiac muscle contraction - Homo sapiens (human)",1.73720177190031e-07,80,2.66107725968366e-06
"198","hsa04922","Glucagon signaling pathway - Homo sapiens (human)",2.11794602931883e-07,95,3.10325135600194e-06
"298","hsa05110","Vibrio cholerae infection - Homo sapiens (human)",3.03015227966078e-07,41,4.25483882602368e-06
"301","hsa05132","Salmonella infection - Homo sapiens (human)",3.24899225004662e-07,201,4.37964155306285e-06
"346","hsa04932","Non-alcoholic fatty liver disease - Homo sapiens (human)",7.73394315128608e-07,149,1.00243801614746e-05
"196","hsa04911","Insulin secretion - Homo sapiens (human)",5.026419560711e-06,70,6.27371626651706e-05
"161","hsa04114","Oocyte meiosis - Homo sapiens (human)",1.09723964278171e-05,119,0.000132060628434799
"232","hsa04962","Vasopressin-regulated water reabsorption - Homo sapiens (human)",1.59171229898241e-05,36,0.000184967946467956
"78","hsa00760","Nicotinate and nicotinamide metabolism - Homo sapiens (human)",2.42387838838065e-05,34,0.000272282338961426
"42","hsa00250","Alanine, aspartate and glutamate metabolism - Homo sapiens (human)",2.56577947278978e-05,35,0.000278925058816179
"231","hsa04978","Mineral absorption - Homo sapiens (human)",2.71944537537405e-05,12,0.00028639159109408
"264","hsa05208","Chemical carcinogenesis - reactive oxygen species - Homo sapiens (human)",3.83987047526574e-05,202,0.000392132227322592
"108","hsa03030","DNA replication - Homo sapiens (human)",4.44518270585336e-05,7,0.000440596050550759
"158","hsa04136","Autophagy - other - Homo sapiens (human)",4.65094704016364e-05,31,0.000447819757867185
"235","hsa04964","Proximal tubule bicarbonate reclamation - Homo sapiens (human)",6.84307406212541e-05,16,0.000640587766371184
"242","hsa04720","Long-term potentiation - Homo sapiens (human)",0.000153408297356767,67,0.00139725935700623
"211","hsa04918","Thyroid hormone synthesis - Homo sapiens (human)",0.000167088836407484,58,0.00148181415445585
"102","hsa04141","Protein processing in endoplasmic reticulum - Homo sapiens (human)",0.000257924222757924,71,0.00222872982229283
"237","hsa04724","Glutamatergic synapse - Homo sapiens (human)",0.000728601433935513,77,0.00603159095558886
"238","hsa04727","GABAergic synapse - Homo sapiens (human)",0.000733813736436627,53,0.00603159095558886
"217","hsa04925","Aldosterone synthesis and secretion - Homo sapiens (human)",0.000925160006126303,80,0.00734392524282343
"99","hsa03015","mRNA surveillance pathway - Homo sapiens (human)",0.000937058710508627,56,0.00734392524282343
"144","hsa04022","cGMP-PKG signaling pathway - Homo sapiens (human)",0.00099527738540491,148,0.00762291997457851
"11","hsa00030","Pentose phosphate pathway - Homo sapiens (human)",0.0010907091701832,29,0.00816819978559415
"98","hsa03013","Nucleocytoplasmic transport - Homo sapiens (human)",0.00113333277645041,12,0.00830289447095189
"308","hsa05100","Bacterial invasion of epithelial cells - Homo sapiens (human)",0.00165644417885707,75,0.0118770571973369
"157","hsa04140","Autophagy - animal - Homo sapiens (human)",0.00173959543980262,137,0.0119964231184612
"70","hsa00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human)",0.0017442870409632,18,0.0119964231184612
"331","hsa05031","Amphetamine addiction - Homo sapiens (human)",0.00203415550630312,63,0.013710208112483
"256","hsa04713","Circadian entrainment - Homo sapiens (human)",0.0022656717970108,85,0.0149712038351498
"19","hsa00630","Glyoxylate and dicarboxylate metabolism - Homo sapiens (human)",0.00246371635139458,30,0.0159667771234611
"208","hsa04921","Oxytocin signaling pathway - Homo sapiens (human)",0.00282492261543979,138,0.0179622438000606
"54","hsa00400","Phenylalanine, tyrosine and tryptophan biosynthesis - Homo sapiens (human)",0.00294647165807106,6,0.018388165717962
"286","hsa05166","Human T-cell leukemia virus 1 infection - Homo sapiens (human)",0.00386188535413157,176,0.0233037427909494
"240","hsa04728","Dopaminergic synapse - Homo sapiens (human)",0.00397530275109482,120,0.0233037427909494
"95","hsa03040","Spliceosome - Homo sapiens (human)",0.00400490431856012,11,0.0233037427909494
"300","hsa05130","Pathogenic Escherichia coli infection - Homo sapiens (human)",0.00403890556031879,186,0.0233037427909494
"107","hsa03018","RNA degradation - Homo sapiens (human)",0.00407988375271814,24,0.0233037427909494
"16","hsa00500","Starch and sucrose metabolism - Homo sapiens (human)",0.00431052614700593,32,0.0242107885256833
"333","hsa05033","Nicotine addiction - Homo sapiens (human)",0.00438566721024208,10,0.0242290139319931
"239","hsa04725","Cholinergic synapse - Homo sapiens (human)",0.00462357164243875,93,0.0251313490887397
"83","hsa00670","One carbon pool by folate - Homo sapiens (human)",0.00501537917204924,19,0.0268282981108031
"223","hsa04971","Gastric acid secretion - Homo sapiens (human)",0.00517231379175635,66,0.0268804568130279
"164","hsa04216","Ferroptosis - Homo sapiens (human)",0.00521048255685987,28,0.0268804568130279
"104","hsa04120","Ubiquitin mediated proteolysis - Homo sapiens (human)",0.00526442180907965,72,0.0268804568130279
"89","hsa00524","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)",0.00614613325994323,5,0.0309141329641921
"9","hsa00010","Glycolysis / Gluconeogenesis - Homo sapiens (human)",0.00625682692169461,65,0.0310080981266336
"170","hsa04530","Tight junction - Homo sapiens (human)",0.007158704232132,163,0.0349635264670795
"29","hsa00100","Steroid biosynthesis - Homo sapiens (human)",0.00893911560923969,17,0.0430354565759111
"18","hsa00620","Pyruvate metabolism - Homo sapiens (human)",0.0129034567472806,47,0.0612459848427263
"58","hsa00450","Selenocompound metabolism - Homo sapiens (human)",0.0145969592448935,17,0.0683218786879044
"48","hsa00220","Arginine biosynthesis - Homo sapiens (human)",0.0158819551258069,16,0.0727492566388354
"43","hsa00260","Glycine, serine and threonine metabolism - Homo sapiens (human)",0.0159746142174297,38,0.0727492566388354
"266","hsa05230","Central carbon metabolism in cancer - Homo sapiens (human)",0.0212447842840942,64,0.0954598973831966
"206","hsa04914","Progesterone-mediated oocyte maturation - Homo sapiens (human)",0.0236575495410691,89,0.104902555201846
"171","hsa04540","Gap junction - Homo sapiens (human)",0.0262401234626031,86,0.114843137751912
"251","hsa04360","Axon guidance - Homo sapiens (human)",0.0297910949863701,168,0.128712807825727
"75","hsa00730","Thiamine metabolism - Homo sapiens (human)",0.0319366536819791,15,0.136236104947177
"105","hsa04122","Sulfur relay system - Homo sapiens (human)",0.034813628328331,6,0.146652409333094
"169","hsa04520","Adherens junction - Homo sapiens (human)",0.0359446892186569,85,0.146849972164837
"97","hsa00970","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)",0.03634743249035,7,0.146849972164837
"101","hsa03060","Protein export - Homo sapiens (human)",0.0369270005343189,1,0.146849972164837
"220","hsa04261","Adrenergic signaling in cardiomyocytes - Homo sapiens (human)",0.0370126482069982,137,0.146849972164837
"112","hsa03440","Homologous recombination - Homo sapiens (human)",0.0370393104866799,19,0.146849972164837
"26","hsa00061","Fatty acid biosynthesis - Homo sapiens (human)",0.0384412168551113,17,0.150635931164796
"94","hsa03022","Basal transcription factors - Homo sapiens (human)",0.0390520341281475,4,0.151270523002135
"17","hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)",0.0411974826879161,44,0.156499809407557
"46","hsa00290","Valine, leucine and isoleucine biosynthesis - Homo sapiens (human)",0.0413308101996218,4,0.156499809407557
"40","hsa00230","Purine metabolism - Homo sapiens (human)",0.0440592712538629,121,0.164977493472798
"218","hsa04927","Cortisol synthesis and secretion - Homo sapiens (human)",0.0496552292919706,53,0.183888046938397
"59","hsa00470","D-Amino acid metabolism - Homo sapiens (human)",0.0570049650762141,5,0.207168417630023
"80","hsa00780","Biotin metabolism - Homo sapiens (human)",0.0571711063489381,1,0.207168417630023
"224","hsa04972","Pancreatic secretion - Homo sapiens (human)",0.0618159243978087,73,0.221616665128314
"60","hsa00480","Glutathione metabolism - Homo sapiens (human)",0.0666641321534485,54,0.235238699356274
"25","hsa00920","Sulfur metabolism - Homo sapiens (human)",0.0670116176207783,10,0.235238699356274
"299","hsa05120","Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)",0.0706002819319856,70,0.245281391866795
"137","hsa04066","HIF-1 signaling pathway - Homo sapiens (human)",0.0768998878203092,103,0.264441450973921
"45","hsa00280","Valine, leucine and isoleucine degradation - Homo sapiens (human)",0.0787711361974541,48,0.268140130288303
"167","hsa04218","Cellular senescence - Homo sapiens (human)",0.0828075897724118,128,0.279061577533028
"253","hsa04211","Longevity regulating pathway - Homo sapiens (human)",0.0968172744179518,88,0.320405380094104
"330","hsa05030","Cocaine addiction - Homo sapiens (human)",0.0969772960522213,42,0.320405380094104
"146","hsa04152","AMPK signaling pathway - Homo sapiens (human)",0.105297628455197,111,0.344517483392245
"226","hsa04973","Carbohydrate digestion and absorption - Homo sapiens (human)",0.119793884445871,41,0.388178260175562
"192","hsa04666","Fc gamma R-mediated phagocytosis - Homo sapiens (human)",0.123032557411881,92,0.394875922360038
"133","hsa04371","Apelin signaling pathway - Homo sapiens (human)",0.129500332681486,123,0.41171332182699
"254","hsa04213","Longevity regulating pathway - multiple species - Homo sapiens (human)",0.135142308667405,59,0.425635121690799
"234","hsa04961","Endocrine and other factor-regulated calcium reabsorption - Homo sapiens (human)",0.139155978049766,40,0.4342181907664
"52","hsa00360","Phenylalanine metabolism - Homo sapiens (human)",0.149069080447403,16,0.460883303768577
"81","hsa00785","Lipoic acid metabolism - Homo sapiens (human)",0.155812586129682,3,0.477353104779116
"20","hsa00640","Propanoate metabolism - Homo sapiens (human)",0.159254137109674,32,0.483501299152793
"279","hsa05211","Renal cell carcinoma - Homo sapiens (human)",0.191746803272023,66,0.576952434845283
"49","hsa00330","Arginine and proline metabolism - Homo sapiens (human)",0.204093397433323,49,0.608667919779025
"222","hsa04970","Salivary secretion - Homo sapiens (human)",0.212364191229535,63,0.627778354775029
"110","hsa03420","Nucleotide excision repair - Homo sapiens (human)",0.243324324753482,5,0.713046064712377
"241","hsa04726","Serotonergic synapse - Homo sapiens (human)",0.269551690588556,88,0.781540571024442
"334","hsa05034","Alcoholism - Homo sapiens (human)",0.271431882955109,97,0.781540571024442
"13","hsa00051","Fructose and mannose metabolism - Homo sapiens (human)",0.273655155432891,32,0.781540571024442
"213","hsa04928","Parathyroid hormone synthesis, secretion and action - Homo sapiens (human)",0.280492475534583,78,0.792523549237336
"143","hsa04024","cAMP signaling pathway - Homo sapiens (human)",0.282204231182434,179,0.792523549237336
"82","hsa00790","Folate biosynthesis - Homo sapiens (human)",0.286152622956603,26,0.796970528399795
"56","hsa00430","Taurine and hypotaurine metabolism - Homo sapiens (human)",0.307511581732322,16,0.849437729867153
"113","hsa03450","Non-homologous end-joining - Homo sapiens (human)",0.349110811846256,3,0.953534881743697
