"","pathway.code","pathway.name","p.value","Annotated","adj_p.value"
"324","hsa05012","Parkinson disease - Homo sapiens (human)",4.21242586524629e-74,234,1.419587516588e-71
"328","hsa05020","Prion disease - Homo sapiens (human)",1.09816810404662e-72,260,1.85041325531855e-70
"326","hsa05016","Huntington disease - Homo sapiens (human)",1.72222416626442e-70,274,1.93463181343703e-68
"325","hsa05014","Amyotrophic lateral sclerosis - Homo sapiens (human)",5.97858570313914e-61,292,5.03695845489473e-59
"23","hsa00190","Oxidative phosphorylation - Homo sapiens (human)",1.20844655574198e-53,125,8.14492978570093e-52
"329","hsa05022","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)",1.77264805099652e-43,439,9.95637321976378e-42
"323","hsa05010","Alzheimer disease - Homo sapiens (human)",3.69252324467256e-40,348,1.7776861906495e-38
"264","hsa05208","Chemical carcinogenesis - reactive oxygen species - Homo sapiens (human)",1.17700196870268e-35,202,4.95812079316005e-34
"340","hsa05415","Diabetic cardiomyopathy - Homo sapiens (human)",2.03299057522404e-30,187,7.61242026500557e-29
"106","hsa03050","Proteasome - Homo sapiens (human)",6.47948598587133e-29,39,2.18358677723864e-27
"257","hsa04714","Thermogenesis - Homo sapiens (human)",8.49017185678372e-29,180,2.60107992339647e-27
"346","hsa04932","Non-alcoholic fatty liver disease - Homo sapiens (human)",3.30470049142786e-27,149,9.28070054675992e-26
"154","hsa04145","Phagosome - Homo sapiens (human)",3.39547536909623e-14,100,8.80211691834945e-13
"245","hsa04721","Synaptic vesicle cycle - Homo sapiens (human)",1.5065995331194e-10,44,3.62660030472313e-09
"327","hsa05017","Spinocerebellar ataxia - Homo sapiens (human)",6.74626206176208e-10,111,1.51566020987588e-08
"173","hsa04814","Motor proteins - Homo sapiens (human)",2.08949909385603e-09,101,4.40100746643426e-08
"301","hsa05132","Salmonella infection - Homo sapiens (human)",1.53020505119926e-08,201,3.03340648384795e-07
"317","hsa05323","Rheumatoid arthritis - Homo sapiens (human)",2.76781859055822e-08,71,5.18197147232289e-07
"321","hsa05332","Graft-versus-host disease - Homo sapiens (human)",2.28623908305851e-07,20,4.05506616310905e-06
"244","hsa04723","Retrograde endocannabinoid signaling - Homo sapiens (human)",3.2070945945292e-07,108,5.40395439178171e-06
"41","hsa00240","Pyrimidine metabolism - Homo sapiens (human)",4.41458379352949e-07,55,7.08435589723542e-06
"305","hsa05134","Legionellosis - Homo sapiens (human)",2.05500479986953e-06,47,3.14789371616378e-05
"175","hsa04640","Hematopoietic cell lineage - Homo sapiens (human)",3.67021667666183e-06,69,5.37766530450016e-05
"135","hsa04064","NF-kappa B signaling pathway - Homo sapiens (human)",8.54754949862022e-06,89,0.000120021840876459
"219","hsa04260","Cardiac muscle contraction - Homo sapiens (human)",1.77311153233146e-05,80,0.000239015434558281
"296","hsa05169","Epstein-Barr virus infection - Homo sapiens (human)",4.44693126915636e-05,170,0.000576390706809882
"40","hsa00230","Purine metabolism - Homo sapiens (human)",5.22085431056382e-05,121,0.000651639963948151
"103","hsa04130","SNARE interactions in vesicular transport - Homo sapiens (human)",7.29116395562696e-05,20,0.000877543661802245
"182","hsa04623","Cytosolic DNA-sensing pathway - Homo sapiens (human)",0.000125609957377067,49,0.00145967433227833
"298","hsa05110","Vibrio cholerae infection - Homo sapiens (human)",0.000227962630504476,41,0.00256078021600028
"180","hsa04621","NOD-like receptor signaling pathway - Homo sapiens (human)",0.000254203307958065,160,0.00276343596070542
"155","hsa04142","Lysosome - Homo sapiens (human)",0.000342073831138996,63,0.00360246503418255
"100","hsa03008","Ribosome biogenesis in eukaryotes - Homo sapiens (human)",0.000489050256281268,4,0.00499424049596325
"291","hsa05164","Influenza A - Homo sapiens (human)",0.000553756292935339,127,0.00548870207997674
"78","hsa00760","Nicotinate and nicotinamide metabolism - Homo sapiens (human)",0.000921448182642909,34,0.00887222964430458
"299","hsa05120","Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)",0.00135342356265568,70,0.0126695483504157
"304","hsa05133","Pertussis - Homo sapiens (human)",0.00151935872708483,69,0.0138384835412861
"312","hsa05140","Leishmaniasis - Homo sapiens (human)",0.00179124692902359,61,0.0158855319758145
"236","hsa04966","Collecting duct acid secretion - Homo sapiens (human)",0.00194098782853324,23,0.0167721255952744
"178","hsa04613","Neutrophil extracellular trap formation - Homo sapiens (human)",0.00209943013048535,93,0.0176876988493391
"303","hsa05135","Yersinia infection - Homo sapiens (human)",0.00261740241983967,131,0.0215137711094139
"165","hsa04217","Necroptosis - Homo sapiens (human)",0.00288142490057886,105,0.0227086083441627
"112","hsa03440","Homologous recombination - Homo sapiens (human)",0.00289753756320176,19,0.0227086083441627
"252","hsa04380","Osteoclast differentiation - Homo sapiens (human)",0.0040162837613224,126,0.0307610824446738
"300","hsa05130","Pathogenic Escherichia coli infection - Homo sapiens (human)",0.00446648315152731,186,0.0334489960458823
"185","hsa04612","Antigen processing and presentation - Homo sapiens (human)",0.00467061512753811,50,0.0341971365946377
"164","hsa04216","Ferroptosis - Homo sapiens (human)",0.00476933359035007,28,0.0341971365946377
"310","hsa05144","Malaria - Homo sapiens (human)",0.00591217646436246,39,0.0415084055935448
"92","hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)",0.00665595996105795,70,0.04577670422197
"307","hsa05152","Tuberculosis - Homo sapiens (human)",0.00745072814019968,144,0.0502179076649459
"54","hsa00400","Phenylalanine, tyrosine and tryptophan biosynthesis - Homo sapiens (human)",0.0133159594685423,6,0.0879897713901719
"189","hsa04657","IL-17 signaling pathway - Homo sapiens (human)",0.0143411398038216,65,0.0929416175747671
"96","hsa03010","Ribosome - Homo sapiens (human)",0.0150321316407712,4,0.0955816672252807
"120","hsa03267","Virion - Adenovirus - Homo sapiens (human)",0.0172700642411708,2,0.107777993505084
"76","hsa00740","Riboflavin metabolism - Homo sapiens (human)",0.0188559562485077,8,0.115535586468129
"10","hsa00020","Citrate cycle (TCA cycle) - Homo sapiens (human)",0.0196260350132735,29,0.118106674990593
"308","hsa05100","Bacterial invasion of epithelial cells - Homo sapiens (human)",0.0234630738664755,75,0.138720278824601
"101","hsa03060","Protein export - Homo sapiens (human)",0.024970432094074,1,0.145086820960395
"306","hsa05150","Staphylococcus aureus infection - Homo sapiens (human)",0.0261579106807023,33,0.148783129606039
"343","hsa04940","Type I diabetes mellitus - Homo sapiens (human)",0.0267544386369813,17,0.148783129606039
"290","hsa05171","Coronavirus disease - COVID-19 - Homo sapiens (human)",0.0269310709375916,135,0.148783129606039
"179","hsa04620","Toll-like receptor signaling pathway - Homo sapiens (human)",0.0352493821217736,99,0.191597447984479
"190","hsa04662","B cell receptor signaling pathway - Homo sapiens (human)",0.0370561495112317,79,0.196617988168043
"309","hsa05146","Amoebiasis - Homo sapiens (human)",0.0373529112229973,98,0.196617988168043
"184","hsa04650","Natural killer cell mediated cytotoxicity - Homo sapiens (human)",0.0379233508335988,119,0.196617988168043
"229","hsa04979","Cholesterol metabolism - Homo sapiens (human)",0.0393166864027308,24,0.199825971393505
"131","hsa04392","Hippo signaling pathway - multiple species - Homo sapiens (human)",0.0397280121168096,5,0.199825971393505
"21","hsa00650","Butanoate metabolism - Homo sapiens (human)",0.0426807138907687,24,0.211520596782192
"319","hsa05321","Inflammatory bowel disease - Homo sapiens (human)",0.0461449197536561,45,0.225374463144668
"335","hsa05417","Lipid and atherosclerosis - Homo sapiens (human)",0.047745224694735,198,0.229393587083976
"89","hsa00524","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)",0.0488345490346785,5,0.229393587083976
"81","hsa00785","Lipoic acid metabolism - Homo sapiens (human)",0.0490099058458345,3,0.229393587083976
"20","hsa00640","Propanoate metabolism - Homo sapiens (human)",0.0578044741766752,32,0.266850791747117
"151","hsa04512","ECM-receptor interaction - Homo sapiens (human)",0.0608425374699533,87,0.277080204423977
"302","hsa05131","Shigellosis - Homo sapiens (human)",0.0669142125205278,237,0.300667861592238
"114","hsa03460","Fanconi anemia pathway - Homo sapiens (human)",0.0681287125164831,9,0.302097054184932
"52","hsa00360","Phenylalanine metabolism - Homo sapiens (human)",0.0728317579324238,16,0.312643833008691
"232","hsa04962","Vasopressin-regulated water reabsorption - Homo sapiens (human)",0.0729838360071652,36,0.312643833008691
"347","hsa04931","Insulin resistance - Homo sapiens (human)",0.0732903940880907,94,0.312643833008691
"16","hsa00500","Starch and sucrose metabolism - Homo sapiens (human)",0.0802315304541819,32,0.337975322038241
"345","hsa04936","Alcoholic liver disease - Homo sapiens (human)",0.082959532224312,134,0.345152621723372
"200","hsa04920","Adipocytokine signaling pathway - Homo sapiens (human)",0.0916916644770546,69,0.37683037718009
"336","hsa05418","Fluid shear stress and atherosclerosis - Homo sapiens (human)",0.111935213369215,126,0.454483938619584
"201","hsa03320","PPAR signaling pathway - Homo sapiens (human)",0.121286439725416,68,0.486589645088872
"341","hsa05416","Viral myocarditis - Homo sapiens (human)",0.130136421282006,30,0.51595263496513
"316","hsa05322","Systemic lupus erythematosus - Homo sapiens (human)",0.160260007886902,41,0.627995612301001
"107","hsa03018","RNA degradation - Homo sapiens (human)",0.163015133458362,24,0.631449425005381
"315","hsa05310","Asthma - Homo sapiens (human)",0.170743729412621,12,0.65387087286424
"234","hsa04961","Endocrine and other factor-regulated calcium reabsorption - Homo sapiens (human)",0.175041182868485,40,0.662796389063815
"162","hsa04210","Apoptosis - Homo sapiens (human)",0.183184117246753,131,0.678665253365524
"292","hsa05162","Measles - Homo sapiens (human)",0.184688020294267,129,0.678665253365524
"274","hsa05216","Thyroid cancer - Homo sapiens (human)",0.185273600325306,37,0.678665253365524
"177","hsa04611","Platelet activation - Homo sapiens (human)",0.195767254917765,110,0.709393171046096
"75","hsa00730","Thiamine metabolism - Homo sapiens (human)",0.201927131078957,15,0.719432151933322
"82","hsa00790","Folate biosynthesis - Homo sapiens (human)",0.202807283185951,26,0.719432151933322
"159","hsa04137","Mitophagy - animal - Homo sapiens (human)",0.208510721154327,52,0.720440067652368
"48","hsa00220","Arginine biosynthesis - Homo sapiens (human)",0.210043921554417,16,0.720440067652368
"90","hsa00980","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)",0.211402910204213,64,0.720440067652368
"293","hsa05168","Herpes simplex virus 1 infection - Homo sapiens (human)",0.211642631150102,127,0.720440067652368
"268","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)",0.217558595066465,85,0.733172465373987
"320","hsa05330","Allograft rejection - Homo sapiens (human)",0.220552674835263,16,0.735903479400828
"55","hsa00410","beta-Alanine metabolism - Homo sapiens (human)",0.243696630766553,31,0.805154554591453
