"","pathway.code","pathway.name","p.value","Annotated","adj_p.value"
"328","hsa05020","Prion disease - Homo sapiens (human)",1.34012045693919e-19,235,4.51620593988505e-17
"40","hsa00230","Purine metabolism - Homo sapiens (human)",6.96561229256056e-18,100,1.17370567129645e-15
"248","hsa04740","Olfactory transduction - Homo sapiens (human)",1.53900707656932e-16,72,1.72881794934621e-14
"171","hsa04540","Gap junction - Homo sapiens (human)",4.94989434579626e-16,84,4.17028598633335e-14
"324","hsa05012","Parkinson disease - Homo sapiens (human)",3.358425996e-15,211,2.263579121304e-13
"323","hsa05010","Alzheimer disease - Homo sapiens (human)",1.6020987846607e-14,319,8.99845484051094e-13
"329","hsa05022","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)",8.33788629930988e-14,391,4.01409668981061e-12
"326","hsa05016","Huntington disease - Homo sapiens (human)",2.90280302487525e-13,241,1.2228057742287e-11
"257","hsa04714","Thermogenesis - Homo sapiens (human)",4.25270193681949e-13,155,1.59240061412019e-11
"32","hsa00561","Glycerolipid metabolism - Homo sapiens (human)",5.21475501536069e-13,46,1.75737244017655e-11
"325","hsa05014","Amyotrophic lateral sclerosis - Homo sapiens (human)",1.27423014639308e-12,249,3.90377781213152e-11
"23","hsa00190","Oxidative phosphorylation - Homo sapiens (human)",2.88195265514656e-12,104,8.0934837065366e-11
"196","hsa04911","Insulin secretion - Homo sapiens (human)",3.4415662633674e-11,62,8.92159869811396e-10
"143","hsa04024","cAMP signaling pathway - Homo sapiens (human)",3.73137030816822e-11,166,8.98194138466208e-10
"139","hsa04020","Calcium signaling pathway - Homo sapiens (human)",1.30956209342676e-10,201,2.94214950323213e-09
"244","hsa04723","Retrograde endocannabinoid signaling - Homo sapiens (human)",1.4665589118992e-10,93,3.0889397081877e-09
"242","hsa04720","Long-term potentiation - Homo sapiens (human)",5.64258202577889e-10,64,1.11855890746323e-08
"33","hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)",1.61745268246316e-09,71,3.02823085550048e-08
"47","hsa00310","Lysine degradation - Homo sapiens (human)",9.2519108721463e-09,50,1.64099682311227e-07
"208","hsa04921","Oxytocin signaling pathway - Homo sapiens (human)",1.0359334086964e-08,121,1.74554779365343e-07
"298","hsa05110","Vibrio cholerae infection - Homo sapiens (human)",2.02801448762992e-08,37,3.25448039205373e-07
"221","hsa04270","Vascular smooth muscle contraction - Homo sapiens (human)",1.03670554896015e-07,118,1.58804440908895e-06
"239","hsa04725","Cholinergic synapse - Homo sapiens (human)",4.21630834058846e-07,82,6.17780830773178e-06
"217","hsa04925","Aldosterone synthesis and secretion - Homo sapiens (human)",5.03537257916524e-07,73,7.07050232991119e-06
"144","hsa04022","cGMP-PKG signaling pathway - Homo sapiens (human)",7.47869290779039e-07,135,1.00812780397014e-05
"203","hsa04912","GnRH signaling pathway - Homo sapiens (human)",9.16226067079186e-07,84,1.1875699407911e-05
"224","hsa04972","Pancreatic secretion - Homo sapiens (human)",9.9508452639798e-07,67,1.24201290887452e-05
"154","hsa04145","Phagosome - Homo sapiens (human)",1.69442556137251e-06,94,2.03936219350906e-05
"256","hsa04713","Circadian entrainment - Homo sapiens (human)",2.04427374467726e-06,77,2.37558707571116e-05
"222","hsa04970","Salivary secretion - Homo sapiens (human)",2.27150741737907e-06,58,2.55165999885582e-05
"223","hsa04971","Gastric acid secretion - Homo sapiens (human)",2.36413069130682e-06,59,2.57003884829161e-05
"218","hsa04927","Cortisol synthesis and secretion - Homo sapiens (human)",2.57915202099678e-06,49,2.71616947211224e-05
"340","hsa05415","Diabetic cardiomyopathy - Homo sapiens (human)",3.8971609135727e-06,169,3.97982796325454e-05
"237","hsa04724","Glutamatergic synapse - Homo sapiens (human)",4.05165084908926e-06,68,4.01590098865612e-05
"333","hsa05033","Nicotine addiction - Homo sapiens (human)",4.47511251800886e-06,10,4.2250711921607e-05
"228","hsa04975","Fat digestion and absorption - Homo sapiens (human)",4.51342916669985e-06,27,4.2250711921607e-05
"78","hsa00760","Nicotinate and nicotinamide metabolism - Homo sapiens (human)",7.06085181448913e-06,25,6.43110016616983e-05
"192","hsa04666","Fc gamma R-mediated phagocytosis - Homo sapiens (human)",8.24690259441233e-06,88,7.31370045872883e-05
"243","hsa04730","Long-term depression - Homo sapiens (human)",9.53378342516958e-06,54,8.23816670328756e-05
"301","hsa05132","Salmonella infection - Homo sapiens (human)",1.04084314339093e-05,187,8.76910348306856e-05
"29","hsa00100","Steroid biosynthesis - Homo sapiens (human)",1.33377930265213e-05,17,0.000109630152437505
"34","hsa00565","Ether lipid metabolism - Homo sapiens (human)",1.45920824249354e-05,33,0.00011708408993341
"141","hsa04072","Phospholipase D signaling pathway - Homo sapiens (human)",1.53599288391738e-05,129,0.000120378977181432
"127","hsa04330","Notch signaling pathway - Homo sapiens (human)",1.7247517152238e-05,51,0.000132100301825095
"245","hsa04721","Synaptic vesicle cycle - Homo sapiens (human)",1.83681414774746e-05,38,0.000137556970620199
"232","hsa04962","Vasopressin-regulated water reabsorption - Homo sapiens (human)",1.87841265201737e-05,34,0.000137614144289099
"41","hsa00240","Pyrimidine metabolism - Homo sapiens (human)",2.76900117371367e-05,44,0.000198543275647129
"42","hsa00250","Alanine, aspartate and glutamate metabolism - Homo sapiens (human)",5.04853409082793e-05,28,0.000354449164293544
"173","hsa04814","Motor proteins - Homo sapiens (human)",7.45351238078926e-05,87,0.000512619116801221
"267","hsa05231","Choline metabolism in cancer - Homo sapiens (human)",7.89913593206651e-05,80,0.000532401761821283
"249","hsa04742","Taste transduction - Homo sapiens (human)",9.49951865016201e-05,24,0.00062771329119698
"330","hsa05030","Cocaine addiction - Homo sapiens (human)",0.000104510501295489,39,0.000677308441088071
"238","hsa04727","GABAergic synapse - Homo sapiens (human)",0.000112200807313592,47,0.000713427774805293
"44","hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)",0.000154369633233754,44,0.000963380859255093
"334","hsa05034","Alcoholism - Homo sapiens (human)",0.000256158894989143,88,0.00156955541111529
"174","hsa04810","Regulation of actin cytoskeleton - Homo sapiens (human)",0.000290614685527746,209,0.00174887766112233
"220","hsa04261","Adrenergic signaling in cardiomyocytes - Homo sapiens (human)",0.000343475038144588,123,0.0020307208395566
"211","hsa04918","Thyroid hormone synthesis - Homo sapiens (human)",0.000360006232145373,52,0.00208565694377258
"10","hsa00020","Citrate cycle (TCA cycle) - Homo sapiens (human)",0.000365144687485408,29,0.00208565694377258
"170","hsa04530","Tight junction - Homo sapiens (human)",0.000374452952629618,145,0.00210317741726969
"327","hsa05017","Spinocerebellar ataxia - Homo sapiens (human)",0.000396336680960222,109,0.00218959772923926
"236","hsa04966","Collecting duct acid secretion - Homo sapiens (human)",0.000417721122047447,19,0.00227051642145145
