"","pathway.code","pathway.name","p.value","Annotated","adj_p.value"
"328","hsa05020","Prion disease - Homo sapiens (human)",2.38369062407289e-21,235,8.03303740312564e-19
"248","hsa04740","Olfactory transduction - Homo sapiens (human)",3.00029286994889e-20,72,5.05549348586388e-18
"40","hsa00230","Purine metabolism - Homo sapiens (human)",2.47694308521238e-18,100,2.78243273238857e-16
"324","hsa05012","Parkinson disease - Homo sapiens (human)",8.49040502108745e-18,211,7.15316623026618e-16
"171","hsa04540","Gap junction - Homo sapiens (human)",2.9216754966274e-16,84,1.96920928472687e-14
"257","hsa04714","Thermogenesis - Homo sapiens (human)",1.00024859698142e-14,155,5.61806295304564e-13
"329","hsa05022","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)",2.90700696774506e-14,391,1.39951621161441e-12
"323","hsa05010","Alzheimer disease - Homo sapiens (human)",4.56340215578865e-14,319,1.92233315812597e-12
"326","hsa05016","Huntington disease - Homo sapiens (human)",5.42530294792186e-14,241,2.03147454827741e-12
"196","hsa04911","Insulin secretion - Homo sapiens (human)",6.30851746975964e-14,62,2.125970387309e-12
"325","hsa05014","Amyotrophic lateral sclerosis - Homo sapiens (human)",1.16039381280487e-13,249,3.55502468104764e-12
"244","hsa04723","Retrograde endocannabinoid signaling - Homo sapiens (human)",4.75500925792918e-13,93,1.33536509993511e-11
"23","hsa00190","Oxidative phosphorylation - Homo sapiens (human)",5.27946507484833e-13,104,1.36859979247991e-11
"242","hsa04720","Long-term potentiation - Homo sapiens (human)",9.64207115331334e-13,64,2.32098427047614e-11
"139","hsa04020","Calcium signaling pathway - Homo sapiens (human)",3.29720563023873e-12,201,7.40772198260302e-11
"143","hsa04024","cAMP signaling pathway - Homo sapiens (human)",1.2462890252019e-11,166,2.62499625933151e-10
"208","hsa04921","Oxytocin signaling pathway - Homo sapiens (human)",4.11651022487445e-11,121,8.16037615166289e-10
"32","hsa00561","Glycerolipid metabolism - Homo sapiens (human)",7.59678163019383e-11,46,1.42228633854185e-09
