"","pathway.code","pathway.name","p.value","Annotated","adj_p.value"
"40","hsa00230","Purine metabolism - Homo sapiens (human)",2.73844446268312e-20,100,9.2285578392421e-18
"248","hsa04740","Olfactory transduction - Homo sapiens (human)",4.6710295210031e-19,72,7.87068474289023e-17
"328","hsa05020","Prion disease - Homo sapiens (human)",1.48962903876094e-18,235,1.67334995354145e-16
"171","hsa04540","Gap junction - Homo sapiens (human)",7.84631027185478e-16,84,6.61051640403765e-14
"324","hsa05012","Parkinson disease - Homo sapiens (human)",8.12571603540479e-13,211,5.47673260786283e-11
"323","hsa05010","Alzheimer disease - Homo sapiens (human)",1.33123167565613e-11,319,6.99603659215795e-10
"32","hsa00561","Glycerolipid metabolism - Homo sapiens (human)",1.45318267492895e-11,46,6.99603659215795e-10
"196","hsa04911","Insulin secretion - Homo sapiens (human)",2.03709167808861e-11,62,8.01527795562283e-10
"242","hsa04720","Long-term potentiation - Homo sapiens (human)",2.14057868251055e-11,64,8.01527795562283e-10
"143","hsa04024","cAMP signaling pathway - Homo sapiens (human)",3.70024643584214e-11,166,1.2469830488788e-09
"325","hsa05014","Amyotrophic lateral sclerosis - Homo sapiens (human)",4.19560828206769e-11,249,1.28538181005165e-09
"257","hsa04714","Thermogenesis - Homo sapiens (human)",6.63557820976984e-11,155,1.8634915472437e-09
"244","hsa04723","Retrograde endocannabinoid signaling - Homo sapiens (human)",1.09501081494509e-10,93,2.83860495874226e-09
"23","hsa00190","Oxidative phosphorylation - Homo sapiens (human)",1.48038059782514e-10,104,3.56348758190766e-09
"139","hsa04020","Calcium signaling pathway - Homo sapiens (human)",1.77000167147896e-10,201,3.97660375525606e-09
"329","hsa05022","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)",2.16719062974793e-10,391,4.32898384663315e-09
"208","hsa04921","Oxytocin signaling pathway - Homo sapiens (human)",2.18376039741138e-10,121,4.32898384663315e-09
"326","hsa05016","Huntington disease - Homo sapiens (human)",2.79297145673956e-09,241,5.15219034744413e-08
"33","hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)",3.01097611282734e-09,71,5.15219034744413e-08
"298","hsa05110","Vibrio cholerae infection - Homo sapiens (human)",3.05767973142085e-09,37,5.15219034744413e-08
"154","hsa04145","Phagosome - Homo sapiens (human)",7.51392610712486e-08,94,1.20580623719099e-06
"237","hsa04724","Glutamatergic synapse - Homo sapiens (human)",1.17027725775919e-07,68,1.79265198120385e-06
"239","hsa04725","Cholinergic synapse - Homo sapiens (human)",1.69103969570575e-07,82,2.47774077153408e-06
"221","hsa04270","Vascular smooth muscle contraction - Homo sapiens (human)",3.9854283758148e-07,118,5.59620567770661e-06
"203","hsa04912","GnRH signaling pathway - Homo sapiens (human)",4.26901362734949e-07,84,5.75463036966712e-06
"78","hsa00760","Nicotinate and nicotinamide metabolism - Homo sapiens (human)",6.2556124281347e-07,25,8.1082361087746e-06
"224","hsa04972","Pancreatic secretion - Homo sapiens (human)",7.97911901289946e-07,67,9.95912261980414e-06
"256","hsa04713","Circadian entrainment - Homo sapiens (human)",8.58455307051942e-07,77,1.02027247894881e-05
"243","hsa04730","Long-term depression - Homo sapiens (human)",8.93633422619098e-07,54,1.02027247894881e-05
"41","hsa00240","Pyrimidine metabolism - Homo sapiens (human)",9.08254432298644e-07,44,1.02027247894881e-05
"228","hsa04975","Fat digestion and absorption - Homo sapiens (human)",9.9300952626866e-07,27,1.07949745275012e-05
