"","pathway.code","pathway.name","p.value","Annotated","adj_p.value"
"326","hsa05016","Huntington disease - Homo sapiens (human)",2.92989933665274e-82,274,9.87376076451975e-80
"325","hsa05014","Amyotrophic lateral sclerosis - Homo sapiens (human)",2.96369035649413e-72,292,4.99381825069261e-70
"328","hsa05020","Prion disease - Homo sapiens (human)",1.10897764550624e-63,260,1.24575155511868e-61
"329","hsa05022","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)",6.12187194161762e-63,439,5.15767711081285e-61
"324","hsa05012","Parkinson disease - Homo sapiens (human)",6.9775871814569e-59,234,4.70289376030195e-57
"23","hsa00190","Oxidative phosphorylation - Homo sapiens (human)",2.1937911759643e-52,125,1.23217937716662e-50
"323","hsa05010","Alzheimer disease - Homo sapiens (human)",1.55660022991e-46,348,7.49391824970959e-45
"257","hsa04714","Thermogenesis - Homo sapiens (human)",2.5246524583823e-32,180,1.06350984809354e-30
"340","hsa05415","Diabetic cardiomyopathy - Homo sapiens (human)",5.45359467726837e-26,187,2.04206822915493e-24
"264","hsa05208","Chemical carcinogenesis - reactive oxygen species - Homo sapiens (human)",3.49302846875538e-22,202,1.17715059397056e-20
"244","hsa04723","Retrograde endocannabinoid signaling - Homo sapiens (human)",7.25304418361351e-22,108,2.22206899079796e-20
"346","hsa04932","Non-alcoholic fatty liver disease - Homo sapiens (human)",6.90486132529978e-19,149,1.93911522218836e-17
"173","hsa04814","Motor proteins - Homo sapiens (human)",2.34374300503489e-17,101,6.0757030207443e-16
"106","hsa03050","Proteasome - Homo sapiens (human)",2.98008442003188e-15,39,7.17348892536246e-14
"248","hsa04740","Olfactory transduction - Homo sapiens (human)",4.52639463678279e-15,118,1.01692999506387e-13
"122","hsa04010","MAPK signaling pathway - Homo sapiens (human)",5.79965241448032e-15,294,1.22155178979992e-13
"327","hsa05017","Spinocerebellar ataxia - Homo sapiens (human)",2.92077089628868e-12,111,5.78999877676051e-11
"245","hsa04721","Synaptic vesicle cycle - Homo sapiens (human)",2.0833681539294e-11,44,3.90052815485671e-10
"219","hsa04260","Cardiac muscle contraction - Homo sapiens (human)",5.43022172234006e-11,80,9.63149852857158e-10
