"","pathway.code","pathway.name","p.value","Annotated","adj_p.value"
"326","hsa05016","Huntington disease - Homo sapiens (human)",8.00066056075044e-80,274,2.6962226089729e-77
"325","hsa05014","Amyotrophic lateral sclerosis - Homo sapiens (human)",8.7122574594951e-72,292,1.46801538192492e-69
"328","hsa05020","Prion disease - Homo sapiens (human)",2.18552206240164e-64,260,2.45506978343117e-62
"23","hsa00190","Oxidative phosphorylation - Homo sapiens (human)",3.13895131116667e-57,125,2.64456647965792e-55
"329","hsa05022","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)",1.56702811634714e-56,439,1.05617695041797e-54
"324","hsa05012","Parkinson disease - Homo sapiens (human)",1.26181677248417e-54,234,7.08720420545274e-53
"323","hsa05010","Alzheimer disease - Homo sapiens (human)",3.34100556945352e-43,348,1.60845553843691e-41
"257","hsa04714","Thermogenesis - Homo sapiens (human)",1.50570399895661e-30,180,6.34277809560472e-29
"340","hsa05415","Diabetic cardiomyopathy - Homo sapiens (human)",3.62908776763944e-27,187,1.35889175299388e-25
"244","hsa04723","Retrograde endocannabinoid signaling - Homo sapiens (human)",1.03869877407467e-22,108,3.50041486863164e-21
"346","hsa04932","Non-alcoholic fatty liver disease - Homo sapiens (human)",7.57182914604564e-21,149,2.31973311110671e-19
"264","hsa05208","Chemical carcinogenesis - reactive oxygen species - Homo sapiens (human)",3.18734060899152e-20,202,8.95111487691786e-19
"173","hsa04814","Motor proteins - Homo sapiens (human)",2.36325683841723e-19,101,6.12628888112774e-18
"106","hsa03050","Proteasome - Homo sapiens (human)",1.51198814482884e-15,39,3.63957146290941e-14
"327","hsa05017","Spinocerebellar ataxia - Homo sapiens (human)",9.73397074437697e-14,111,2.18689876057003e-12
"245","hsa04721","Synaptic vesicle cycle - Homo sapiens (human)",4.12033030633915e-13,44,8.67844570772684e-12
"122","hsa04010","MAPK signaling pathway - Homo sapiens (human)",5.1863774281218e-11,294,1.02812305486885e-09
"248","hsa04740","Olfactory transduction - Homo sapiens (human)",1.25585911410334e-10,118,2.35124734140459e-09
