"","pathway.code","pathway.name","p.value","Annotated","adj_p.value"
"40","hsa00230","Purine metabolism - Homo sapiens (human)",4.0460851535625e-21,100,1.36353069675056e-18
"23","hsa00190","Oxidative phosphorylation - Homo sapiens (human)",6.03463894972456e-14,104,1.01683666302859e-11
"328","hsa05020","Prion disease - Homo sapiens (human)",1.78323119833745e-12,235,2.00316304613241e-10
"41","hsa00240","Pyrimidine metabolism - Homo sapiens (human)",2.95486718866094e-12,44,2.48947560644684e-10
"174","hsa04810","Regulation of actin cytoskeleton - Homo sapiens (human)",1.5024923552139e-10,209,1.01267984741417e-08
"323","hsa05010","Alzheimer disease - Homo sapiens (human)",4.02297583067519e-10,319,2.2595714248959e-08
"324","hsa05012","Parkinson disease - Homo sapiens (human)",4.19367236363432e-09,211,2.01895369506395e-07
"176","hsa04610","Complement and coagulation cascades - Homo sapiens (human)",8.60786694374964e-09,52,3.62606395005453e-07
"173","hsa04814","Motor proteins - Homo sapiens (human)",2.53739942987864e-08,87,9.50115119854558e-07
"325","hsa05014","Amyotrophic lateral sclerosis - Homo sapiens (human)",7.33390451666638e-08,249,2.47152582211657e-06
"83","hsa00670","One carbon pool by folate - Homo sapiens (human)",1.81952204423194e-07,15,5.57435389914693e-06
"216","hsa04614","Renin-angiotensin system - Homo sapiens (human)",5.14930498361134e-07,20,1.44609648289752e-05
"326","hsa05016","Huntington disease - Homo sapiens (human)",7.09134444458253e-07,241,1.83829467524947e-05
"127","hsa04330","Notch signaling pathway - Homo sapiens (human)",7.85360020415267e-07,51,1.89047376342818e-05
"78","hsa00760","Nicotinate and nicotinamide metabolism - Homo sapiens (human)",9.90315624398377e-07,25,2.22490910281502e-05
"44","hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)",1.70135752202043e-06,44,3.58348428075554e-05
"43","hsa00260","Glycine, serine and threonine metabolism - Homo sapiens (human)",1.81488963610927e-06,33,3.59775180805191e-05
"340","hsa05415","Diabetic cardiomyopathy - Homo sapiens (human)",2.70864037525671e-06,169,5.07117670256395e-05
"316","hsa05322","Systemic lupus erythematosus - Homo sapiens (human)",3.96260133197392e-06,40,7.02840341513269e-05
"329","hsa05022","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)",7.39600602047107e-06,391,0.000124622701444938
"257","hsa04714","Thermogenesis - Homo sapiens (human)",3.76413338006964e-05,155,0.000604053785277842
"75","hsa00730","Thiamine metabolism - Homo sapiens (human)",0.00011068941303906,12,0.00169556055428014
"148","hsa04080","Neuroactive ligand-receptor interaction - Homo sapiens (human)",0.000240124183260648,160,0.00351834129386254
"244","hsa04723","Retrograde endocannabinoid signaling - Homo sapiens (human)",0.000271533252074912,93,0.00381277941455189
"49","hsa00330","Arginine and proline metabolism - Homo sapiens (human)",0.000383508431763951,40,0.00516969366017806
"332","hsa05032","Morphine addiction - Homo sapiens (human)",0.000517691231527713,56,0.00671007480864767
"154","hsa04145","Phagosome - Homo sapiens (human)",0.000711049454848637,94,0.00887495060311077
"344","hsa04950","Maturity onset diabetes of the young - Homo sapiens (human)",0.000859844712108305,20,0.0103488452850178
"247","hsa04744","Phototransduction - Homo sapiens (human)",0.000923827337138309,24,0.0107355107798486
"306","hsa05150","Staphylococcus aureus infection - Homo sapiens (human)",0.0010031758637736,32,0.0112690088697234
"264","hsa05208","Chemical carcinogenesis - reactive oxygen species - Homo sapiens (human)",0.0012595284280042,183,0.0136922929108844
"48","hsa00220","Arginine biosynthesis - Homo sapiens (human)",0.00137896592470812,15,0.0145222348945824
"19","hsa00630","Glyoxylate and dicarboxylate metabolism - Homo sapiens (human)",0.0014334222034062,23,0.01463828128933
"58","hsa00450","Selenocompound metabolism - Homo sapiens (human)",0.00220414406033631,13,0.0218469573039217
"143","hsa04024","cAMP signaling pathway - Homo sapiens (human)",0.0026250696242972,166,0.0252756703825187
"346","hsa04932","Non-alcoholic fatty liver disease - Homo sapiens (human)",0.00322362759650283,136,0.030176736111707
"88","hsa00232","Caffeine metabolism - Homo sapiens (human)",0.00414892445279585,6,0.0377888524484378
"245","hsa04721","Synaptic vesicle cycle - Homo sapiens (human)",0.0050853252393425,38,0.0450988054120637
"92","hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)",0.00626431724531382,65,0.0541301259402758
"59","hsa00470","D-Amino acid metabolism - Homo sapiens (human)",0.00848065493536472,5,0.0714495178304478
