"","pathway.code","pathway.name","p.value","Annotated","adj_p.value"
"40","hsa00230","Purine metabolism - Homo sapiens (human)",3.30635731296918e-17,100,1.11424241447061e-14
"328","hsa05020","Prion disease - Homo sapiens (human)",1.11454316666949e-15,235,1.87800523583808e-13
"23","hsa00190","Oxidative phosphorylation - Homo sapiens (human)",3.91357817798756e-14,104,4.39625281993936e-12
"324","hsa05012","Parkinson disease - Homo sapiens (human)",1.29366408214576e-13,211,1.0899119892078e-11
"323","hsa05010","Alzheimer disease - Homo sapiens (human)",1.90917235385566e-13,319,1.28678216649871e-11
"325","hsa05014","Amyotrophic lateral sclerosis - Homo sapiens (human)",3.56286383414187e-12,249,2.00114185350968e-10
"173","hsa04814","Motor proteins - Homo sapiens (human)",4.16827808537357e-11,87,2.00672816395842e-09
"326","hsa05016","Huntington disease - Homo sapiens (human)",4.64075978190119e-10,241,1.95492005812588e-08
"41","hsa00240","Pyrimidine metabolism - Homo sapiens (human)",4.17101040666728e-09,44,1.56181167449653e-07
"174","hsa04810","Regulation of actin cytoskeleton - Homo sapiens (human)",8.01315710338149e-09,209,2.70043394383956e-07
"329","hsa05022","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)",1.36752424953444e-08,391,4.18959701902825e-07
"148","hsa04080","Neuroactive ligand-receptor interaction - Homo sapiens (human)",8.60368097748753e-08,160,2.41620040784442e-06
"216","hsa04614","Renin-angiotensin system - Homo sapiens (human)",5.50525963644051e-07,20,1.42713269036958e-05
"340","hsa05415","Diabetic cardiomyopathy - Homo sapiens (human)",2.46859471311528e-06,169,5.94226013085606e-05
"154","hsa04145","Phagosome - Homo sapiens (human)",2.60987725803074e-05,94,0.000586352423970905
"257","hsa04714","Thermogenesis - Homo sapiens (human)",7.33246798637648e-05,155,0.00149573523641612
"346","hsa04932","Non-alcoholic fatty liver disease - Homo sapiens (human)",7.54525193444336e-05,136,0.00149573523641612
"43","hsa00260","Glycine, serine and threonine metabolism - Homo sapiens (human)",0.000176460972586688,33,0.00330374154231743
"106","hsa03050","Proteasome - Homo sapiens (human)",0.000362421718823695,38,0.00642821680229395
"247","hsa04744","Phototransduction - Homo sapiens (human)",0.000564981087544574,24,0.00951993132512608
"264","hsa05208","Chemical carcinogenesis - reactive oxygen species - Homo sapiens (human)",0.00072503127796892,183,0.0116350257464536
"83","hsa00670","One carbon pool by folate - Homo sapiens (human)",0.000853820898741493,15,0.0130789837670856
"219","hsa04260","Cardiac muscle contraction - Homo sapiens (human)",0.00100288754776483,68,0.014694482765076
"143","hsa04024","cAMP signaling pathway - Homo sapiens (human)",0.00121873490175997,166,0.0171130692455463
"316","hsa05322","Systemic lupus erythematosus - Homo sapiens (human)",0.00149682327576908,40,0.0201771777573672
"127","hsa04330","Notch signaling pathway - Homo sapiens (human)",0.00159358028667413,51,0.0206552521772762
"85","hsa00860","Porphyrin metabolism - Homo sapiens (human)",0.00246722733454681,32,0.0307946522867509
"244","hsa04723","Retrograde endocannabinoid signaling - Homo sapiens (human)",0.00257626927655935,93,0.0310072409357322
"144","hsa04022","cGMP-PKG signaling pathway - Homo sapiens (human)",0.00274614695689274,135,0.0319121215335467
"176","hsa04610","Complement and coagulation cascades - Homo sapiens (human)",0.00440696582840847,52,0.0483421736479686
"245","hsa04721","Synaptic vesicle cycle - Homo sapiens (human)",0.00453379657162904,38,0.0483421736479686
"332","hsa05032","Morphine addiction - Homo sapiens (human)",0.00459035476775963,56,0.0483421736479686
"19","hsa00630","Glyoxylate and dicarboxylate metabolism - Homo sapiens (human)",0.00511835175851834,23,0.0522692285642631
"58","hsa00450","Selenocompound metabolism - Homo sapiens (human)",0.00550742173949704,13,0.0545882684179559
"169","hsa04520","Adherens junction - Homo sapiens (human)",0.00658519613539846,84,0.0634060313608366
"221","hsa04270","Vascular smooth muscle contraction - Homo sapiens (human)",0.00770432682757353,118,0.07212105946923
"109","hsa03410","Base excision repair - Homo sapiens (human)",0.0135141265846462,6,0.123088125919616
"242","hsa04720","Long-term potentiation - Homo sapiens (human)",0.0143888720489859,64,0.127606575802849
"333","hsa05033","Nicotine addiction - Homo sapiens (human)",0.0164155057944347,10,0.141846806480115
"139","hsa04020","Calcium signaling pathway - Homo sapiens (human)",0.0184386101501449,201,0.15189579518549
"177","hsa04611","Platelet activation - Homo sapiens (human)",0.018479903865297,103,0.15189579518549
"251","hsa04360","Axon guidance - Homo sapiens (human)",0.02451297956979,149,0.196687478929029
"75","hsa00730","Thiamine metabolism - Homo sapiens (human)",0.0286845735282001,12,0.224807006488452
"193","hsa04670","Leukocyte transendothelial migration - Homo sapiens (human)",0.0408535318730439,100,0.312900914573086
"130","hsa04390","Hippo signaling pathway - Homo sapiens (human)",0.0468197124891548,119,0.350627624641004
"301","hsa05132","Salmonella infection - Homo sapiens (human)",0.0579168374015408,187,0.423118053294883
"248","hsa04740","Olfactory transduction - Homo sapiens (human)",0.0590105296880103,72,0.423118053294883
"59","hsa00470","D-Amino acid metabolism - Homo sapiens (human)",0.0630499949057585,5,0.439872661327004
"131","hsa04392","Hippo signaling pathway - multiple species - Homo sapiens (human)",0.0639577460089709,5,0.439872661327004
"76","hsa00740","Riboflavin metabolism - Homo sapiens (human)",0.0691203517784639,8,0.461469300255013
"298","hsa05110","Vibrio cholerae infection - Homo sapiens (human)",0.0706957510428621,37,0.461469300255013
"308","hsa05100","Bacterial invasion of epithelial cells - Homo sapiens (human)",0.0712059454399426,69,0.461469300255013
"256","hsa04713","Circadian entrainment - Homo sapiens (human)",0.0752742591373845,77,0.478630666590539
"54","hsa00400","Phenylalanine, tyrosine and tryptophan biosynthesis - Homo sapiens (human)",0.0886880205127309,4,0.55347894282945
"338","hsa05412","Arrhythmogenic right ventricular cardiomyopathy - Homo sapiens (human)",0.0988222383918157,56,0.605510806146216
"86","hsa00130","Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)",0.104665852975224,5,0.62986415094019
"215","hsa04924","Renin secretion - Homo sapiens (human)",0.121423102254915,55,0.717887464208883
"100","hsa03008","Ribosome biogenesis in eukaryotes - Homo sapiens (human)",0.130611907391781,4,0.757508278405804
"170","hsa04530","Tight junction - Homo sapiens (human)",0.133449998420009,145,0.757508278405804
"119","hsa03266","Virion - Herpesvirus - Homo sapiens (human)",0.137139094558246,5,0.757508278405804
"227","hsa04974","Protein digestion and absorption - Homo sapiens (human)",0.139345835974076,31,0.757508278405804
"232","hsa04962","Vasopressin-regulated water reabsorption - Homo sapiens (human)",0.139363540834302,34,0.757508278405804
"331","hsa05031","Amphetamine addiction - Homo sapiens (human)",0.148417827021532,57,0.766124653557709
"171","hsa04540","Gap junction - Homo sapiens (human)",0.14951064641738,84,0.766124653557709
"309","hsa05146","Amoebiasis - Homo sapiens (human)",0.149768544049137,97,0.766124653557709
"25","hsa00920","Sulfur metabolism - Homo sapiens (human)",0.151028907452919,10,0.766124653557709
"77","hsa00750","Vitamin B6 metabolism - Homo sapiens (human)",0.15231558394174,4,0.766124653557709
"327","hsa05017","Spinocerebellar ataxia - Homo sapiens (human)",0.159076549409702,109,0.779028058786526
"344","hsa04950","Maturity onset diabetes of the young - Homo sapiens (human)",0.15950426129457,20,0.779028058786526
"49","hsa00330","Arginine and proline metabolism - Homo sapiens (human)",0.17074075924845,40,0.821994798096111
