"","pathway.code","pathway.name","p.value","Annotated","adj_p.value"
"328","hsa05020","Prion disease - Homo sapiens (human)",1.3875697658205e-20,235,4.67611011081509e-18
"23","hsa00190","Oxidative phosphorylation - Homo sapiens (human)",6.29985767064052e-18,104,1.06152601750293e-15
"324","hsa05012","Parkinson disease - Homo sapiens (human)",1.03431712560428e-16,211,1.16188290442881e-14
"325","hsa05014","Amyotrophic lateral sclerosis - Homo sapiens (human)",7.10602958014594e-16,249,5.98682992127296e-14
"323","hsa05010","Alzheimer disease - Homo sapiens (human)",1.0938319478176e-15,319,7.37242732829061e-14
"40","hsa00230","Purine metabolism - Homo sapiens (human)",1.0007947854862e-13,100,5.62113071181414e-12
"326","hsa05016","Huntington disease - Homo sapiens (human)",2.87562571224839e-13,241,1.38440837861101e-11
"173","hsa04814","Motor proteins - Homo sapiens (human)",2.37201115214478e-12,87,9.99209697840987e-11
"329","hsa05022","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)",4.11655041508811e-12,391,1.54141943320521e-10
"248","hsa04740","Olfactory transduction - Homo sapiens (human)",5.9342164824865e-11,72,1.99983095459795e-09
"340","hsa05415","Diabetic cardiomyopathy - Homo sapiens (human)",2.65681247093333e-08,169,8.13950729731392e-07
"257","hsa04714","Thermogenesis - Homo sapiens (human)",2.55170724983211e-07,155,7.16604452661185e-06
"174","hsa04810","Regulation of actin cytoskeleton - Homo sapiens (human)",3.23105717239617e-07,209,8.37589436228853e-06
"83","hsa00670","One carbon pool by folate - Homo sapiens (human)",6.8808673722009e-06,15,0.00015610195930791
"346","hsa04932","Non-alcoholic fatty liver disease - Homo sapiens (human)",6.94815842616809e-06,136,0.00015610195930791
"154","hsa04145","Phagosome - Homo sapiens (human)",1.14740002272421e-05,94,0.000241671129786287
"247","hsa04744","Phototransduction - Homo sapiens (human)",2.31719748387317e-05,24,0.000459350324744269
"43","hsa00260","Glycine, serine and threonine metabolism - Homo sapiens (human)",3.45860919414833e-05,33,0.00064752849912666
"244","hsa04723","Retrograde endocannabinoid signaling - Homo sapiens (human)",7.32356067143686e-05,93,0.00129896839277591
"316","hsa05322","Systemic lupus erythematosus - Homo sapiens (human)",8.54250767321591e-05,40,0.00143941254293688
"58","hsa00450","Selenocompound metabolism - Homo sapiens (human)",0.000105021371681661,13,0.0016853429646057
"264","hsa05208","Chemical carcinogenesis - reactive oxygen species - Homo sapiens (human)",0.000143588483307049,183,0.00219951449429434
"219","hsa04260","Cardiac muscle contraction - Homo sapiens (human)",0.000302251313760881,68,0.0044286388146703
"148","hsa04080","Neuroactive ligand-receptor interaction - Homo sapiens (human)",0.000992028451778766,160,0.0139297328437268
