"","pathway.code","pathway.name","p.value","Annotated","adj_p.value"
"23","hsa00190","Oxidative phosphorylation - Homo sapiens (human)",4.86068108512861e-42,125,1.63804952568834e-39
"324","hsa05012","Parkinson disease - Homo sapiens (human)",5.6973756088903e-37,234,9.60007790098015e-35
"325","hsa05014","Amyotrophic lateral sclerosis - Homo sapiens (human)",3.51386829723735e-36,292,3.94724538722996e-34
"328","hsa05020","Prion disease - Homo sapiens (human)",4.85278735872493e-34,260,4.08847334972575e-32
"326","hsa05016","Huntington disease - Homo sapiens (human)",1.90740811331646e-32,274,1.2855930683753e-30
"264","hsa05208","Chemical carcinogenesis - reactive oxygen species - Homo sapiens (human)",1.1292828288876e-28,202,6.342805222252e-27
"257","hsa04714","Thermogenesis - Homo sapiens (human)",4.27740297824546e-24,180,2.05926400524103e-22
"329","hsa05022","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)",4.87868321106246e-23,439,2.05514530266006e-21
"340","hsa05415","Diabetic cardiomyopathy - Homo sapiens (human)",1.42731150275187e-22,187,5.34448862697087e-21
"323","hsa05010","Alzheimer disease - Homo sapiens (human)",1.74117017170748e-21,348,5.86774347865421e-20
"346","hsa04932","Non-alcoholic fatty liver disease - Homo sapiens (human)",1.77178624880925e-19,149,5.4281087804429e-18
"40","hsa00230","Purine metabolism - Homo sapiens (human)",5.69520465199809e-14,121,1.59940330643613e-12
"301","hsa05132","Salmonella infection - Homo sapiens (human)",1.06974429820556e-12,201,2.77310637304056e-11
"302","hsa05131","Shigellosis - Homo sapiens (human)",4.63440071086581e-12,237,1.11556645682984e-10
"168","hsa04510","Focal adhesion - Homo sapiens (human)",8.21359742383522e-10,200,1.84532155455498e-08
"303","hsa05135","Yersinia infection - Homo sapiens (human)",5.34580994914405e-09,131,1.12596122053847e-07
"298","hsa05110","Vibrio cholerae infection - Homo sapiens (human)",3.02538007957024e-08,41,5.99737109891276e-07
"244","hsa04723","Retrograde endocannabinoid signaling - Homo sapiens (human)",7.94652655395002e-08,108,1.48776636037842e-06
"245","hsa04721","Synaptic vesicle cycle - Homo sapiens (human)",2.4970364805016e-07,44,4.4289541785739e-06
"236","hsa04966","Collecting duct acid secretion - Homo sapiens (human)",5.58462367589175e-07,23,9.4100908938776e-06
"173","hsa04814","Motor proteins - Homo sapiens (human)",7.9040307546695e-07,101,1.26840874491601e-05
"299","hsa05120","Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)",8.79435019323538e-07,70,1.3037490410355e-05
"154","hsa04145","Phagosome - Homo sapiens (human)",8.89799048777937e-07,100,1.3037490410355e-05
"178","hsa04613","Neutrophil extracellular trap formation - Homo sapiens (human)",1.2533299801182e-06,93,1.75988418041597e-05
"151","hsa04512","ECM-receptor interaction - Homo sapiens (human)",1.50245067300017e-06,87,2.02530350720423e-05
"174","hsa04810","Regulation of actin cytoskeleton - Homo sapiens (human)",2.02174225591295e-06,227,2.62048900093332e-05
"177","hsa04611","Platelet activation - Homo sapiens (human)",2.59616256092368e-06,110,3.24039549270844e-05
"336","hsa05418","Fluid shear stress and atherosclerosis - Homo sapiens (human)",6.70274610361364e-06,126,8.06723370327785e-05
"123","hsa04012","ErbB signaling pathway - Homo sapiens (human)",8.18187469771047e-06,84,9.5079026659601e-05
"192","hsa04666","Fc gamma R-mediated phagocytosis - Homo sapiens (human)",1.05433035897187e-05,92,0.000116981226716749
"335","hsa05417","Lipid and atherosclerosis - Homo sapiens (human)",1.07608843567336e-05,198,0.000116981226716749
