"","pathway.code","pathway.name","p.value","Annotated","adj_p.value"
"326","hsa05016","Huntington disease - Homo sapiens (human)",5.36506823274626e-71,274,1.80802799443549e-68
"328","hsa05020","Prion disease - Homo sapiens (human)",5.46011729038181e-70,260,9.20029763429335e-68
"324","hsa05012","Parkinson disease - Homo sapiens (human)",3.19978403875037e-69,234,3.59442407019625e-67
"325","hsa05014","Amyotrophic lateral sclerosis - Homo sapiens (human)",4.96970739952229e-66,292,4.18697848409753e-64
"23","hsa00190","Oxidative phosphorylation - Homo sapiens (human)",3.3886674492965e-58,125,2.28396186082584e-56
"329","hsa05022","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)",3.08936826681072e-42,439,1.73519517652536e-40
"323","hsa05010","Alzheimer disease - Homo sapiens (human)",1.30975063861826e-40,348,6.30551378877648e-39
"346","hsa04932","Non-alcoholic fatty liver disease - Homo sapiens (human)",1.71419070022146e-32,149,7.2210283246829e-31
"257","hsa04714","Thermogenesis - Homo sapiens (human)",8.90607972936152e-32,180,3.3348320764387e-30
"264","hsa05208","Chemical carcinogenesis - reactive oxygen species - Homo sapiens (human)",1.72019195351635e-29,202,5.79704688335009e-28
"106","hsa03050","Proteasome - Homo sapiens (human)",1.99067396067158e-29,39,6.09870113405748e-28
"340","hsa05415","Diabetic cardiomyopathy - Homo sapiens (human)",2.8190203865607e-27,187,7.91674891892464e-26
"154","hsa04145","Phagosome - Homo sapiens (human)",8.42899143806171e-15,100,2.1850539343283e-13
"245","hsa04721","Synaptic vesicle cycle - Homo sapiens (human)",1.49842478262591e-10,44,3.6069225124638e-09
"317","hsa05323","Rheumatoid arthritis - Homo sapiens (human)",5.21913741760238e-10,71,1.1142913226318e-08
"301","hsa05132","Salmonella infection - Homo sapiens (human)",5.29040390567028e-10,201,1.1142913226318e-08
"327","hsa05017","Spinocerebellar ataxia - Homo sapiens (human)",1.11978628537313e-08,111,2.21981163629849e-07
"173","hsa04814","Motor proteins - Homo sapiens (human)",3.09523080282225e-08,101,5.79495989195054e-07
"244","hsa04723","Retrograde endocannabinoid signaling - Homo sapiens (human)",3.46413686305417e-08,108,6.14428485710134e-07
"135","hsa04064","NF-kappa B signaling pathway - Homo sapiens (human)",1.36107053524796e-07,89,2.20483116871377e-06
"305","hsa05134","Legionellosis - Homo sapiens (human)",1.37393040186912e-07,47,2.20483116871377e-06
"175","hsa04640","Hematopoietic cell lineage - Homo sapiens (human)",9.39392378761106e-07,69,1.43897832564769e-05
"321","hsa05332","Graft-versus-host disease - Homo sapiens (human)",3.13178173500228e-06,20,4.58874106389465e-05
"41","hsa00240","Pyrimidine metabolism - Homo sapiens (human)",1.37394047137288e-05,55,0.000192924141188609
"182","hsa04623","Cytosolic DNA-sensing pathway - Homo sapiens (human)",3.1131512346758e-05,49,0.000419652786434298
"299","hsa05120","Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)",4.8544068293819e-05,70,0.000629205808269884
"219","hsa04260","Cardiac muscle contraction - Homo sapiens (human)",6.09376249082144e-05,80,0.000760591836817342
"40","hsa00230","Purine metabolism - Homo sapiens (human)",8.08534753087118e-05,121,0.00097312932782271
"10","hsa00020","Citrate cycle (TCA cycle) - Homo sapiens (human)",9.02027765845954e-05,29,0.00104821847272444
"298","hsa05110","Vibrio cholerae infection - Homo sapiens (human)",9.8122362766789e-05,41,0.0011022412084136
"296","hsa05169","Epstein-Barr virus infection - Homo sapiens (human)",0.000101584803552494,170,0.00110432512249002
"103","hsa04130","SNARE interactions in vesicular transport - Homo sapiens (human)",0.000363723834135943,20,0.00383046662824415
"252","hsa04380","Osteoclast differentiation - Homo sapiens (human)",0.000377389359401928,126,0.00385394588237726
"236","hsa04966","Collecting duct acid secretion - Homo sapiens (human)",0.000420063923163357,23,0.00416357476782504
"291","hsa05164","Influenza A - Homo sapiens (human)",0.000527493948964851,127,0.00507901316574728
"100","hsa03008","Ribosome biogenesis in eukaryotes - Homo sapiens (human)",0.000566834577760485,4,0.00530620146403565
"308","hsa05100","Bacterial invasion of epithelial cells - Homo sapiens (human)",0.000628700752855621,75,0.00572627442465796
"180","hsa04621","NOD-like receptor signaling pathway - Homo sapiens (human)",0.000664346166908896,160,0.00589170153284994
"310","hsa05144","Malaria - Homo sapiens (human)",0.000724663949516402,39,0.00626183976889814
