"","pathway.code","pathway.name","p.value","Annotated","adj_p.value"
"326","hsa05016","Huntington disease - Homo sapiens (human)",1.69395688564411e-72,274,5.70863470462065e-70
"328","hsa05020","Prion disease - Homo sapiens (human)",7.48439547447782e-72,260,1.26112063744951e-69
"324","hsa05012","Parkinson disease - Homo sapiens (human)",5.77376801355088e-69,234,6.48586606855549e-67
"325","hsa05014","Amyotrophic lateral sclerosis - Homo sapiens (human)",7.37577834142806e-65,292,6.21409325265314e-63
"23","hsa00190","Oxidative phosphorylation - Homo sapiens (human)",3.11008106257674e-54,125,2.09619463617672e-52
"329","hsa05022","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)",1.51448807804823e-43,439,8.50637470503754e-42
"323","hsa05010","Alzheimer disease - Homo sapiens (human)",2.33691378821163e-42,348,1.12505706661046e-40
"264","hsa05208","Chemical carcinogenesis - reactive oxygen species - Homo sapiens (human)",3.86637312350919e-30,202,1.62870967827825e-28
"340","hsa05415","Diabetic cardiomyopathy - Homo sapiens (human)",4.95083079963121e-30,187,1.85381108830635e-28
"257","hsa04714","Thermogenesis - Homo sapiens (human)",1.20940287025499e-29,180,4.07568767275933e-28
"346","hsa04932","Non-alcoholic fatty liver disease - Homo sapiens (human)",9.2831117754437e-29,149,2.84400788029503e-27
"106","hsa03050","Proteasome - Homo sapiens (human)",6.29705853371273e-25,39,1.76842393821766e-23
"154","hsa04145","Phagosome - Homo sapiens (human)",7.39021439381704e-13,100,1.91577096208949e-11
"173","hsa04814","Motor proteins - Homo sapiens (human)",3.76436953849827e-11,101,9.06137524624227e-10
"301","hsa05132","Salmonella infection - Homo sapiens (human)",1.82522636201483e-10,201,4.10067522665998e-09
"245","hsa04721","Synaptic vesicle cycle - Homo sapiens (human)",2.99405702950007e-09,44,6.30623261838453e-08
"327","hsa05017","Spinocerebellar ataxia - Homo sapiens (human)",4.14410577162735e-09,111,8.21508026493187e-08
"244","hsa04723","Retrograde endocannabinoid signaling - Homo sapiens (human)",1.60165386608456e-08,108,2.99865196039164e-07
"41","hsa00240","Pyrimidine metabolism - Homo sapiens (human)",3.56275188115634e-07,55,6.31919675762992e-06
"317","hsa05323","Rheumatoid arthritis - Homo sapiens (human)",1.08193517462374e-06,71,1.82306076924101e-05
"321","hsa05332","Graft-versus-host disease - Homo sapiens (human)",1.29310656362781e-06,20,2.07512815210749e-05
"219","hsa04260","Cardiac muscle contraction - Homo sapiens (human)",1.58753277842369e-06,80,2.43181157422175e-05
"40","hsa00230","Purine metabolism - Homo sapiens (human)",5.76222693518862e-06,121,8.44291511808071e-05
"175","hsa04640","Hematopoietic cell lineage - Homo sapiens (human)",8.40406447886568e-06,69,0.000118007072057406
"305","hsa05134","Legionellosis - Homo sapiens (human)",1.03906079393197e-05,47,0.00013957216261139
"78","hsa00760","Nicotinate and nicotinamide metabolism - Homo sapiens (human)",1.07681787177927e-05,34,0.00013957216261139
"135","hsa04064","NF-kappa B signaling pathway - Homo sapiens (human)",2.89312825710158e-05,89,0.000361105267645642
"103","hsa04130","SNARE interactions in vesicular transport - Homo sapiens (human)",4.23324638098363e-05,20,0.00050950143942553
"308","hsa05100","Bacterial invasion of epithelial cells - Homo sapiens (human)",5.9332377839083e-05,75,0.000689483149371413
"300","hsa05130","Pathogenic Escherichia coli infection - Homo sapiens (human)",0.000222970364639361,186,0.00250470042944882
"100","hsa03008","Ribosome biogenesis in eukaryotes - Homo sapiens (human)",0.000246316605449057,4,0.00267769987213974
"182","hsa04623","Cytosolic DNA-sensing pathway - Homo sapiens (human)",0.000255911269621665,49,0.00269506555820316
"10","hsa00020","Citrate cycle (TCA cycle) - Homo sapiens (human)",0.000638617691026778,29,0.00652164126897043
"296","hsa05169","Epstein-Barr virus infection - Homo sapiens (human)",0.000777906483375426,170,0.00771042602639761
"303","hsa05135","Yersinia infection - Homo sapiens (human)",0.00163268323239238,131,0.0157204071233209
"298","hsa05110","Vibrio cholerae infection - Homo sapiens (human)",0.0022650480207668,41,0.0212033661944004
"180","hsa04621","NOD-like receptor signaling pathway - Homo sapiens (human)",0.00240445600622947,160,0.0219000452459278
"310","hsa05144","Malaria - Homo sapiens (human)",0.00260895832959075,39,0.0231373409755811
"304","hsa05133","Pertussis - Homo sapiens (human)",0.00398531210171935,69,0.033683490443434
"185","hsa04612","Antigen processing and presentation - Homo sapiens (human)",0.0041025617679512,50,0.033683490443434
"165","hsa04217","Necroptosis - Homo sapiens (human)",0.00415622552051336,105,0.033683490443434
"291","hsa05164","Influenza A - Homo sapiens (human)",0.00419794242915201,127,0.033683490443434
"155","hsa04142","Lysosome - Homo sapiens (human)",0.00489283542686475,63,0.0383461753221726
"120","hsa03267","Virion - Adenovirus - Homo sapiens (human)",0.00706234194279352,2,0.0540911189709413
"252","hsa04380","Osteoclast differentiation - Homo sapiens (human)",0.00815413474231492,126,0.0610654090702251
"299","hsa05120","Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)",0.0090171383755814,70,0.0660603398384985
"236","hsa04966","Collecting duct acid secretion - Homo sapiens (human)",0.00977196484290172,23,0.0700670670650613
"178","hsa04613","Neutrophil extracellular trap formation - Homo sapiens (human)",0.0174314779078333,93,0.12238350114458
"76","hsa00740","Riboflavin metabolism - Homo sapiens (human)",0.0189258929936388,8,0.130163794670537
"101","hsa03060","Protein export - Homo sapiens (human)",0.0201049917214199,1,0.13550764420237
"307","hsa05152","Tuberculosis - Homo sapiens (human)",0.021557638599606,144,0.142449494275828
"54","hsa00400","Phenylalanine, tyrosine and tryptophan biosynthesis - Homo sapiens (human)",0.0234394853438065,6,0.150053296523394
"343","hsa04940","Type I diabetes mellitus - Homo sapiens (human)",0.0235988863968543,17,0.150053296523394
"16","hsa00500","Starch and sucrose metabolism - Homo sapiens (human)",0.0251353552404639,32,0.156863235482154
"189","hsa04657","IL-17 signaling pathway - Homo sapiens (human)",0.0267161801246312,65,0.16255754176211
"107","hsa03018","RNA degradation - Homo sapiens (human)",0.0270125291948907,24,0.16255754176211
"89","hsa00524","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)",0.0301783890422089,5,0.178423107144288
"312","hsa05140","Leishmaniasis - Homo sapiens (human)",0.0311850279447671,61,0.181195765817009
"290","hsa05171","Coronavirus disease - COVID-19 - Homo sapiens (human)",0.0339830948102245,135,0.19410682967874
"92","hsa00983","Drug metabolism - other enzymes - Homo sapiens (human)",0.0381084598295778,70,0.214042516042795
"341","hsa05416","Viral myocarditis - Homo sapiens (human)",0.0400663054148414,30,0.221349916800026
"112","hsa03440","Homologous recombination - Homo sapiens (human)",0.0429068799999649,19,0.233219654193358
"184","hsa04650","Natural killer cell mediated cytotoxicity - Homo sapiens (human)",0.0477680812330723,119,0.255521323421355
"309","hsa05146","Amoebiasis - Homo sapiens (human)",0.0554944563535948,98,0.292212996736898
"302","hsa05131","Shigellosis - Homo sapiens (human)",0.0601900832169176,237,0.312062431447711
"347","hsa04931","Insulin resistance - Homo sapiens (human)",0.0616285500180231,94,0.314679111455663
"131","hsa04392","Hippo signaling pathway - multiple species - Homo sapiens (human)",0.0632462375732758,5,0.318119135256626
"229","hsa04979","Cholesterol metabolism - Homo sapiens (human)",0.066462513537366,24,0.329380397971946
"335","hsa05417","Lipid and atherosclerosis - Homo sapiens (human)",0.0675938085901283,198,0.330132079635844
"179","hsa04620","Toll-like receptor signaling pathway - Homo sapiens (human)",0.0708773334298076,99,0.337746156160917
"306","hsa05150","Staphylococcus aureus infection - Homo sapiens (human)",0.0711572020398371,33,0.337746156160917
"200","hsa04920","Adipocytokine signaling pathway - Homo sapiens (human)",0.0799695431852711,69,0.373658781277533
"81","hsa00785","Lipoic acid metabolism - Homo sapiens (human)",0.0809409229473587,3,0.373658781277533
"234","hsa04961","Endocrine and other factor-regulated calcium reabsorption - Homo sapiens (human)",0.085854926128141,40,0.390987974394372
"232","hsa04962","Vasopressin-regulated water reabsorption - Homo sapiens (human)",0.0897532105045576,36,0.403291092533812
"20","hsa00640","Propanoate metabolism - Homo sapiens (human)",0.0949121414400977,32,0.420860416648854
"52","hsa00360","Phenylalanine metabolism - Homo sapiens (human)",0.0985850791795058,16,0.431469762123292
"201","hsa03320","PPAR signaling pathway - Homo sapiens (human)",0.102887076070489,68,0.444524931227627
"177","hsa04611","Platelet activation - Homo sapiens (human)",0.105037290516666,110,0.448070467140714
"96","hsa03010","Ribosome - Homo sapiens (human)",0.112299871401633,4,0.473063208279381
"319","hsa05321","Inflammatory bowel disease - Homo sapiens (human)",0.115763582650346,45,0.476867775147864
"164","hsa04216","Ferroptosis - Homo sapiens (human)",0.116033108492952,28,0.476867775147864
"153","hsa04144","Endocytosis - Homo sapiens (human)",0.120433834284933,129,0.488990387397862
"345","hsa04936","Alcoholic liver disease - Homo sapiens (human)",0.12429887546099,134,0.498675250361351
"21","hsa00650","Butanoate metabolism - Homo sapiens (human)",0.128530417851104,24,0.509585303715552
"190","hsa04662","B cell receptor signaling pathway - Homo sapiens (human)",0.132172268827205,79,0.517930867381023
